,a0,a1,a2,a3,I,b1
0,-0.0033366402566605002,0.09216124675531112,-0.1968530540429676,0.23503655010694618,1.0004187444038093,0.48298895093939737
1,-0.004745729204149007,0.08960883191363916,-0.18854117662687842,0.2297091074837025,1.0023992484384734,0.4914680188801546
2,-0.004690913610615327,0.08215526559247849,-0.1885029309735427,0.22231163333305418,0.9977326589166078,0.49341725239816714
3,-0.004703083464073152,0.08221457636101742,-0.18843471459697636,0.2223378608383514,0.9976680982353237,0.49337181480326947
4,-0.0043892889996155204,0.08378707343630509,-0.1894944684832105,0.2220676412596921,0.9986680766613114,0.49365603604260555
5,-0.003801517749860441,0.08129352403926682,-0.18407649485428826,0.21619952919606378,0.9959406619094875,0.49698132389054367
6,-0.00349494339498177,0.0793534082463192,-0.18296115138416058,0.2164183338870963,0.995167725602379,0.49754935518236093
7,-0.003912565114443739,0.07776456577893953,-0.18074857503717628,0.21451699966190763,0.9949572721793225,0.499787671134838
8,-0.0039927875132365065,0.07762145082899974,-0.18112200815569537,0.21409012677802544,0.9946810959875505,0.4997341617950598
9,-0.004232711027448072,0.07436110261936696,-0.179698605281033,0.2112719096981559,0.9947169363844842,0.5018833323659009
10,-0.003458356461898654,0.07008279831875605,-0.17778336260409294,0.21069343750914188,0.9959535549037304,0.507284456726584
11,-0.0010900509329674068,0.0796616943537245,-0.17993103668120597,0.2139366897629541,0.998020535697517,0.5012901016121472
12,-0.0014996638844541055,0.0800333634729159,-0.18102679632766633,0.21404822464565462,0.998158155590685,0.5004593555860859
13,0.0004032450166529533,0.08331320075285997,-0.18150300398801367,0.21868031198018353,0.9972959983926986,0.49604879078071495
14,0.0004791328556969371,0.08360445870865402,-0.18190592170768494,0.21888389232370953,0.9971176649844169,0.4955755444257557
15,0.0005930962978969723,0.08496943708310278,-0.18116500122031615,0.22071432754188966,0.9980265826237641,0.4956287768262724
16,0.0007503645842545231,0.08064901089172183,-0.18004368107834703,0.2183556729035982,0.998598663150647,0.49915869435655896
17,0.00015700826286310643,0.0814745753448442,-0.17995504489899977,0.21869202352519918,0.9984599632036817,0.497489986529623
18,0.0005411888026695122,0.08208605762805243,-0.17983655565556053,0.21858897532700783,0.9985808554876111,0.49705581500941154
19,0.0008061839957314854,0.08184414945108659,-0.17950470828903434,0.2186714918516543,0.9987800609352937,0.4974467785110143
20,0.0006947586320438237,0.08161188560641675,-0.17942481070015726,0.21850870040155343,0.9988007124973554,0.49760037016697023
21,0.0006744645411091016,0.08155884998833052,-0.17941749665268517,0.21849568281888193,0.9987869031173053,0.49765811421148454
22,0.0008181568776696457,0.08138253828226572,-0.17930784147589354,0.2185378298026097,0.9989011741033871,0.4979562732227969
23,0.0002520768674427326,0.07952808632047215,-0.17885144127144564,0.2178671721447018,0.9983279566044285,0.49917330820397743
24,6.388241758820135e-05,0.07962369993817836,-0.17914267368868395,0.21790982285990707,0.9984823879290373,0.49893418009229185
25,0.00020463442502537121,0.07988022080868856,-0.1791235640936782,0.21812469116979621,0.9986959819895542,0.4986780357712559
26,0.0007770221025944976,0.08103301114531852,-0.17956748551366192,0.21900800139708795,0.9992395467326503,0.49869016125893106
27,0.0009439803951685061,0.08173657252131719,-0.1795364282207632,0.21909690278003152,0.9993630920530389,0.49820309591578094
28,0.0007944375550026708,0.08205184396144283,-0.17994079734883783,0.2190100152691638,0.9993818667714743,0.4977845770070251
29,0.0009437069058765429,0.08274768050537926,-0.1802192849589876,0.2195045534049504,0.9994940280824318,0.4971101564049186
30,0.0008623793766878024,0.08254584913750457,-0.18015435346165265,0.219444239333897,0.9995235314967342,0.4972543977810706
31,0.0007116500309736762,0.08256192851551261,-0.18031841529211912,0.21948164163459372,0.9994727485120228,0.49727075950533695
32,0.001024185838433632,0.08229014728218234,-0.18027858769492172,0.21975405511741294,0.9992768011674396,0.49757313624023297
33,0.0009110634099962281,0.08185532350396288,-0.18008406506233665,0.21964679625266997,0.9991283553601736,0.4980299660370883
34,0.0007359499377127543,0.0822130457955503,-0.18033704272335896,0.21983620133394233,0.9990336164194472,0.4973920120443808
35,0.0008515575654316487,0.08233245240037708,-0.180299227773785,0.2199136939760197,0.9988988619581164,0.49727294101032743
36,0.0008572174063564836,0.08233480413735172,-0.18029971392434124,0.21991860904861354,0.9988990176201443,0.4972641839604224
37,0.0012049517523168296,0.08241292465018848,-0.18068074472956877,0.22011542049871402,0.9988671156650432,0.4971975112657508
38,0.0010736552962306994,0.08211100666428846,-0.18062570387820356,0.22022918302463393,0.9984863125560584,0.49736151026930137
39,0.001156024130365696,0.0818072139215131,-0.18030180345032992,0.22010946841848728,0.9986566552553595,0.4980354402548638
40,0.001171432247504732,0.08194175066763933,-0.18028153580545184,0.2201782168011717,0.9986838357673615,0.49795511104261697
41,0.001128573428696454,0.08182531502804369,-0.1803337654416906,0.2200353696092166,0.9987039108273777,0.49802378780276896
42,0.0015059613648385345,0.08332910026520338,-0.18083844556474502,0.22113412873251564,0.9984373120903355,0.496309908072349
43,0.0008200985538268923,0.08274875809255158,-0.18030930031186737,0.22067277951821698,0.9992409115573669,0.49744777554522523
44,0.0008634755437280095,0.08273051394024612,-0.1803290805700229,0.22066288512985113,0.9992238693201331,0.4974157776057041
45,0.0008490344013765694,0.08274672984893242,-0.18032208462959848,0.22067219714916755,0.9992120461783485,0.49740266031220803
46,0.0008635573167845856,0.08273784871860823,-0.1803222901373122,0.2206562839049257,0.9992080306832303,0.4974237314465547
47,0.0007690462483434524,0.08281074271508118,-0.18048405822078922,0.22076693733086072,0.9990875257340748,0.4973441163160369
48,0.0008661221102169853,0.08262399588993077,-0.1803826455575755,0.2208388688667388,0.9990804830504423,0.4976653027665868
49,0.0007697615578343142,0.08212843408874493,-0.18022478700215772,0.22067691413949037,0.999098419259237,0.49816894770869324
50,0.0010138066072768598,0.0817940105415002,-0.17997504949914198,0.22064147319253688,0.9991590521646618,0.4984504475127596
51,0.0009443122427397338,0.08169297910899942,-0.1799062838845247,0.22055885195740177,0.9991083249245858,0.49851335597230495
52,0.0008797653211834178,0.0816470487708816,-0.17989559991079412,0.2205666922782628,0.9991836619840118,0.49854880125602313
53,0.0005149318299720596,0.08199912780870612,-0.1801370637495231,0.22066801790335153,0.9993152455844997,0.4986412296173331
54,0.00041074682064172474,0.08208971724926595,-0.1800577712277405,0.2206168880609466,0.9992791497236837,0.49857889662845983
55,0.0006243070901099657,0.08270037486894566,-0.18040040173548338,0.22055508885967173,0.9996254845650038,0.49816350225021966
