,0
0,0.9906333597729233
1,0.9887702573439395
2,0.9934661132073953
3,0.9928268955231045
4,0.9895349857254875
5,0.9894749457744677
6,0.9921697484917794
7,0.9921432378257793
8,0.9910860266985743
9,0.9927156822908525
10,0.9912539694318289
11,0.9899953068684445
12,0.9942622573824722
13,0.9976400615462084
14,0.9976453819809412
15,0.996455728134144
16,0.9954095520603593
17,0.9985187650855682
18,0.9986802584111111
19,0.9977802418407382
20,0.9981720728872526
21,0.9989063219677603
22,0.998887642875056
23,0.9989028686561248
24,0.9992480090354499
25,0.9980144215608864
26,0.9979970901722561
27,0.9981797282819975
28,0.999727717488561
29,1.0001683202385276
30,0.999993911845804
31,1.0001971911049572
32,1.0001959647584526
33,1.0001448955337298
34,0.9999735637411568
35,0.9998216660182457
36,0.9995249487074752
37,0.9994375746101939
38,0.9994235977823832
39,0.9992605713961706
40,0.998701653051605
41,0.9992104399650813
42,0.9993277197483027
43,0.9992772823353259
44,0.9988704920543713
45,1.0004147348558048
46,1.0003279292734921
47,1.0003216657040375
48,1.0003206922405792
49,1.0000629361683668
50,1.0002089019094866
51,1.0002170975375295
52,1.0002989584442765
53,1.000226413539099
54,1.000312522660467
55,1.0007846807048428
56,1.0007964418483442
57,1.0013122659543205
58,1.0001677350288416
59,1.000648460164252
60,1.0003447960673302
61,1.0008867742205159
62,1.0008497540469916
63,1.0009385913519242
64,1.0009715935029253
65,1.001161978213636
66,1.0011413139377905
67,1.000943101186331
68,1.000952909283992
69,1.000975381937406
70,1.0009106662751575
71,1.0002893494004188
72,1.0004817147853966
73,1.0004027536994808
74,1.0004875502388042
75,1.0004547595954656
76,1.0005757075221857
77,1.0003591757658978
78,1.0001995300206177
79,1.0003684294680348
80,1.0003998937223515
81,1.0002304670510003
82,1.0003348335914222
83,1.0002238506543515
84,1.0002188511446726
85,1.0002800954232811
86,1.0004043356941006
87,1.0004074283990119
88,1.0002072082850766
89,1.000230231482696
90,1.0002674123395303
91,1.0003257429834425
92,1.0003663943421115
93,1.0003748206787848
94,1.0000937684257627
95,1.000200465222139
96,1.0001547955209353
97,1.0001935435967804
98,1.0003295778716796
99,1.0005788008955256
100,1.0005981229146221
101,1.0007210289689603
102,1.0010624967655015
103,1.0011134493353095
104,1.0011134704863371
105,1.0010854889450553
106,1.001263378145339
107,1.0011230204746775
108,1.0009147224872492
109,1.000879750973643
110,1.000884498810326
111,1.0009259079526132
112,1.001005228292768
113,1.0009000761137905
114,1.0009046787439961
115,1.0008958981455942
116,1.0010410614387875
117,1.0010415087160096
118,1.0009077389907324
119,1.000867975189535
120,1.0010509368335525
121,1.001152433872618
122,1.0015267444376972
123,1.001185151828273
124,1.0011404348180473
125,1.001153433758217
126,1.0011894129736416
127,1.0012295167729168
128,1.0005904823670477
129,1.000460752105195
130,1.0004284388998042
131,1.0004280968680042
132,1.0004380864139995
133,1.0003986704827632
134,1.0003590301156227
135,1.0003407906343669
136,1.0003814609342554
137,1.0003582693812492
138,1.0003901390363459
139,1.0004524567762065
140,1.0002054485589909
141,1.0002850636271554
142,1.0002805437901907
143,1.000260340578255
144,1.0001028241637502
145,1.0001001783809067
146,1.0000002039080205
147,1.0000011535454796
148,1.0001673737798964
149,1.0002319807605562
150,1.0002837135639122
151,1.000180722172888
152,1.0002114083426905
153,1.0001632258669344
154,1.000220349831204
155,0.9999717139623105
156,0.9999985998470626
157,1.0003247682583667
158,1.0002209136814608
159,1.00022098385142
160,1.0001331287138213
161,1.0001522000417016
162,1.0001460691870172
163,1.000144690286793
164,1.0001365785127891
165,1.0001273806453783
166,0.9999404488213433
167,0.9999191811122284
168,0.9998547035874701
169,0.9998671965324596
170,1.0000476779890715
