,a0,a1,a2,a3,I,b1,b2
0,-0.010377434135319386,-0.1108571039353432,-0.17730326578188815,0.2756434540944155,1.004851843639867,0.6844607588201583,0.3713187509500919
1,-0.004969288236547631,0.07602234316014744,-0.17924155307930173,0.21527569443778316,0.9952426343228913,0.4988391395162788,0.2469324663790191
2,-0.00486942803622821,0.07836297192777275,-0.18065034037354122,0.21572649128701718,0.9956899191001672,0.49665107972951406,0.2465339819372513
3,-0.004249253807427383,0.09747247463441533,-0.184183465349762,0.21358498049929533,0.9971264209094202,0.4803780985979309,0.23853107365447124
4,-0.004382897042726652,0.08863205517828776,-0.17598417655378584,0.20778435914593663,0.9948652706003159,0.48908202204547413,0.23716181612847698
5,-0.004459876740306581,0.07549335576661953,-0.17417538541907196,0.20907828757681957,0.9941888098130144,0.5008435969866585,0.24291401386993594
6,-0.004552290933073463,0.07522471706069656,-0.17322761925464647,0.20845920824935615,0.9941001022991943,0.5012443177775876,0.24235765743398785
7,-0.004549163139974593,0.0743720686189473,-0.17313541085572093,0.20871088700237117,0.9941894814359868,0.50214609672941,0.24290652012152414
8,-0.004762347650193156,0.07034154239008972,-0.17171262928050995,0.2075021676813859,0.9940698213062625,0.5056125725020655,0.24348625093524512
9,-0.004872462133466995,0.050576829112056965,-0.17038745038267927,0.20884143510055833,0.9944777629475179,0.5256034566874903,0.25259972238095435
10,-0.0025671685031998515,0.06229280522544478,-0.17886084775879052,0.21287461954015,0.9966230169469028,0.517451777684685,0.25750471884110826
11,-0.0027203969260015393,0.060753754509140556,-0.17949611913637298,0.21320310579084978,0.996585668546738,0.5188340801272966,0.25880169032524436
12,-0.0018079270080162552,0.040634326099883156,-0.18371535648367343,0.22042493263196017,0.9952824708369228,0.5374940842339109,0.2756530980642613
13,-0.0008916953553809309,0.055716968846932335,-0.18673160887524887,0.2210402411516051,0.9951936455431588,0.5220205249436654,0.2692817623755992
14,-0.0009876355705587328,0.04971561387524792,-0.1872409397776843,0.2236097269896994,0.9958066493904516,0.5291109148830819,0.2744946272962894
15,-0.0011833879719456777,0.0399816187917601,-0.18517718207262324,0.22218644701134038,0.9957130453791803,0.5380116339386483,0.2768496435197847
16,-0.0006438150420959854,0.07076444831869466,-0.1809286025998852,0.21899212982166982,0.9974274948178301,0.5074145040552651,0.2566482534572829
17,-0.00044995998076270693,0.06952933116768567,-0.18117319665148135,0.21901020938574306,0.9973690996312518,0.5086718763633471,0.25792036140822083
18,3.080113746403712e-05,0.07100513008567044,-0.18000384213197795,0.21874421854548792,0.9977939820997075,0.5075278392396991,0.2562353199124974
19,-7.579290955479767e-05,0.0710955217236866,-0.1796381432938468,0.21844988222628564,0.997828020294687,0.5073675307198993,0.25576725403354206
20,0.00017708972365806236,0.07408653114902797,-0.17954609687853423,0.2182291569848901,0.9980636826516155,0.5044846116912443,0.25415626359905796
21,0.0005198170046206915,0.07665671626846016,-0.17872153651624278,0.21786109649342794,0.9984103605447338,0.5022790932119342,0.2519163968700535
22,-5.755812405584815e-05,0.07301148511664302,-0.1771591642764323,0.21716116566450544,0.9977989919207255,0.5052643158855528,0.25187637251971196
23,-0.00024594290854060286,0.07180800029764334,-0.17788142514473215,0.21752522330857488,0.9978598566236048,0.5062850004361333,0.25308835396028373
24,-4.6116015807687316e-05,0.07250913690626426,-0.1780512139939886,0.21783341444320004,0.9981734570306798,0.5056109128705946,0.25307552012971524
25,0.0007970120506152756,0.08489997942378746,-0.17817966073835834,0.2175235303127827,0.9992517792229025,0.494881628758467,0.24632317453738306
26,0.0009792406695057487,0.08774954122247114,-0.17807670193872782,0.2172219780987436,0.999430033841439,0.4922800829709959,0.2449762386794736
27,0.0008119035918602302,0.08756783115817779,-0.1792166367284378,0.21744995963273955,0.9994071413906672,0.49232497645261475,0.24599166886961843
28,0.0009758148403873138,0.0879173023626525,-0.18037352402057227,0.21834066868092966,0.999534967956265,0.49199463511962427,0.24708281208892413
29,0.0008830781083550218,0.08548261286185643,-0.1804860098749903,0.21861398857355807,0.9994891671798405,0.49433751158236916,0.24858840070783106
30,0.0007384733392946929,0.08441351603352898,-0.18102416192846998,0.21894623532624383,0.9993988577459177,0.49542542713177784,0.24961705461671713
31,0.00104869726799643,0.08248795042845458,-0.1811370446686167,0.21953511856700061,0.9991795460990791,0.4973697552742071,0.25075098304721744
32,0.0009452366267096966,0.08115399869122597,-0.18070598933733967,0.21947528496335567,0.9990182038435534,0.49871688624998767,0.25105916358308566
33,0.0007998704160881304,0.07950457192321991,-0.1817424637716853,0.22017950410084153,0.9988657033165377,0.5000848119780111,0.2530601871492333
34,0.000896895331813273,0.0783597008858623,-0.18194030987754212,0.22044254119716775,0.9987285387321985,0.5012227626712058,0.2540315071137871
35,0.0009144586051248807,0.07843391736071104,-0.18194149255025815,0.22045229291756124,0.9987316290443928,0.5011284572067598,0.25399059149104064
36,0.001261216796936332,0.0807491730380091,-0.18243067211286235,0.2205211543053261,0.998766076811539,0.49884393481863454,0.2527401813380349
37,0.0011470580777496395,0.07882443077547219,-0.18246752855295684,0.2208935896355805,0.9983864400849809,0.5006321161048634,0.2538062132966561
38,0.0012235427298412094,0.0783834950294422,-0.181679195957133,0.22059955717018553,0.9985512264827713,0.5014348351450193,0.2534180295501486
39,0.001235056568314543,0.07820233014019173,-0.18174741955825152,0.22068576000778822,0.9985625871371762,0.5016461732859024,0.253653414371088
40,0.0012127660145526478,0.07771621275069984,-0.18184065025110185,0.2206609812102796,0.9985620080635136,0.502094070978411,0.2539538586919875
41,0.0015479032842897235,0.08278958071854436,-0.18315541919436001,0.221643372323069,0.9984059677058411,0.49684217392246377,0.2526268707103968
42,0.0010275027518739793,0.07424707084524451,-0.18328445173722735,0.2223453235800639,0.9989299365098274,0.5058183347997649,0.25804034633520767
43,0.0010869986186828051,0.07444075275832862,-0.18327323502431206,0.22229829139888002,0.9989114332405882,0.5055544989880321,0.2578684318572597
44,0.001080631123530483,0.07442784618843779,-0.18327285267579896,0.22230419923811434,0.9989054612782979,0.5055686399100965,0.2578834266631398
45,0.0010755035423316642,0.07444287324743781,-0.18327200859826648,0.2223077310012898,0.9989074559318413,0.5055501142359944,0.25787525033508607
46,0.0009501150447510168,0.07525078025982146,-0.1835686368754322,0.22242449577430748,0.9987955759310557,0.5047489004658134,0.2575532223497119
47,0.001043269331742147,0.07415767160343378,-0.18351165064769315,0.22262898780913673,0.9987701732286383,0.5059447570116173,0.2581337790507875
48,0.0009383677073716498,0.07371849779847794,-0.18288055901009223,0.22232394892546614,0.9987961714078927,0.5063985207870891,0.25762363276993394
49,0.0011267682592879108,0.07676813943590322,-0.18140644929870697,0.22144275064860378,0.9989884557243933,0.5033743750382076,0.25439295306674437
50,0.001056783962827136,0.0767336310957718,-0.1811801786764688,0.2212901306982437,0.9989381182242274,0.5033727296520891,0.25419665801920044
51,0.0009989711474121463,0.07650373015407852,-0.1811850751953938,0.22133412029015873,0.9990043887586023,0.5035897562525922,0.25432200551372475
