,a0,a1,a2,I,b1,b2
0,0.02837115928199635,-1.7575909115780108,-0.5075466597630254,0.9414514477763014,0.7188109830040861,-0.347875138897807
1,-0.003567185502856257,-0.1839634160278183,0.24270538194762248,0.9970466133436879,0.4991282673902493,0.2228351465932008
2,-0.0038654254758986872,-0.18745075004644607,0.24428052452224447,0.9976297693399423,0.5037222358279241,0.22177434668063012
3,-0.004823571623057549,-0.18171910294595572,0.2319028809142898,0.9992374095016532,0.5012100920416218,0.23661341469241137
4,-0.004668021235833042,-0.18756100903830758,0.21905068410137052,0.9962179298721825,0.5022487226373468,0.24720345479808015
5,-0.004714235713397408,-0.1870537697158765,0.2191946696805923,0.9959930029138211,0.5017806557397333,0.24729407313431706
6,-0.004324457601204146,-0.18955564498667482,0.21598077426961565,0.996919260643567,0.5063439092533667,0.2512357528120315
7,-0.0037680874949061055,-0.19016482797275885,0.21339253151547163,0.9954107136272843,0.5075145733163171,0.25618181671618545
8,-0.003587351504788186,-0.18903416761062775,0.21362061948738456,0.9949971752598143,0.5056305873882314,0.25565545003144136
9,-0.0038649816017702204,-0.188122667577595,0.21179657708866523,0.9948100465141383,0.5054425779929997,0.25854006316241485
10,-0.0039749244806265085,-0.18945057015162936,0.21101131815730284,0.9944404622040587,0.5065093723305758,0.2591334155808258
11,-0.004119724965248803,-0.1903784625520154,0.20647208371763032,0.9945739191343511,0.5061866967738907,0.26361002503797887
12,-0.003155754879416231,-0.18768412907675835,0.20577438730696884,0.9961709940119373,0.5048130552733094,0.26335370898697286
13,-0.0015993104807321412,-0.1893365325851365,0.20888465472142376,0.9973942907284223,0.5093990959328172,0.2632711594506933
14,-0.0017419489269641375,-0.18999166766148906,0.20895085076081932,0.9974117512848649,0.5099206858706298,0.2631087195892928
15,-1.3855627780862134e-05,-0.1881002304210097,0.21776415196291737,0.9965925677622919,0.5073347059109641,0.25502906408260734
16,0.00011026060232272039,-0.18855935353954822,0.21797069612109893,0.9962130793360071,0.5074079772281049,0.2543292390328541
17,0.0002176064517873666,-0.18445114181905686,0.2199796212702984,0.9974410900152533,0.5048450305200538,0.2526712667915514
18,0.0004078261600357347,-0.18431986891939428,0.21605055874351015,0.9981058984106538,0.5037823995811456,0.25557186524935893
19,-0.00022443428734808535,-0.18265975002633422,0.21642086247875375,0.9979658798602774,0.5011676056246946,0.2551601911187584
20,2.0640730034549026e-05,-0.18261029975870907,0.21584411611677273,0.9979977918269693,0.5011872466697036,0.25608840821573614
21,0.00039928154167501173,-0.18161088131224817,0.216102807925184,0.998344550318982,0.5003978595958647,0.25578689093792506
22,0.0003485170021148565,-0.18157835799359523,0.21594609790323244,0.9983592291167267,0.5003174364775513,0.2559098267990658
23,0.0003798411404029034,-0.1815410293066706,0.21594453513165196,0.9983750299698796,0.5002683681851654,0.25593052410886286
24,0.0006338049054173123,-0.1811692093423042,0.216342694641929,0.9986152146937657,0.5001167520389168,0.2554173423283211
25,0.00014636243370233504,-0.18056192938973367,0.2154600249621873,0.9982132412324278,0.4988954131321522,0.25560641378619475
26,-2.4108229853325724e-05,-0.18106105861067495,0.21560662401625869,0.998333186326099,0.4992799462424924,0.25541472229791085
27,0.0001346838507599868,-0.18085264552030145,0.21603164486758536,0.9985771226663515,0.49908475891144555,0.25509755163547077
28,0.0007097387952990641,-0.17998927858915412,0.21724722759788317,0.9991228055761054,0.4995293301033807,0.25369052685356974
29,0.0009240885758173278,-0.1802201503792853,0.21762736021824447,0.9992023046050835,0.5000301236849272,0.2539143668660088
30,0.0007599350966633056,-0.18127788978238746,0.21762262656157666,0.9991523869729977,0.5009996133616016,0.2540232511361803
31,0.0009215880258869463,-0.18149528058545183,0.21867390000153075,0.9992471974477508,0.5013040825175114,0.25315248363587023
32,0.0008963550362420525,-0.1815263389149698,0.218668076750894,0.9992594338063145,0.5013141768828655,0.2531596234518548
33,0.0007540963274030865,-0.18151321394472264,0.2184929702748583,0.9992294935653672,0.5013580440630473,0.25320260385680493
34,0.0010343486445862082,-0.1810437553065945,0.21864775965440392,0.999120780117493,0.5009276648677572,0.25276298907640127
35,0.0009429931698281546,-0.18086052235210803,0.2185354546929086,0.9990305970954647,0.5007412460957299,0.2527852505919967
36,0.000775190095579012,-0.18125968473861512,0.21884039763243182,0.9989141926965044,0.5009070641179761,0.2525782309503416
37,0.0008693099291061379,-0.1813980490773863,0.21904213678554377,0.9987937010348888,0.5010517306971842,0.2525179952702334
38,0.0008887133101216221,-0.18133647482163912,0.2190279105318114,0.9987986537036176,0.5009687701710588,0.25251474823425957
39,0.0012255470776317556,-0.18200916673525547,0.22000815575335775,0.998717420184162,0.5016921890165541,0.25135959821331266
40,0.0010907057943175674,-0.18191213591454888,0.22034626664520518,0.9983866488599876,0.5014737547077632,0.25089858963949546
41,0.0011642501944788414,-0.18158844360652457,0.22024294178526838,0.9985567539955599,0.5014653742569087,0.251044213172948
42,0.0011778980250937016,-0.18155469597978197,0.22031620724934264,0.9985766882291799,0.5014766714001746,0.25103912548331603
43,0.0011523775880753762,-0.18179009495069115,0.22020299333804946,0.9985823751269229,0.5016765536403667,0.25115372922117507
44,0.0014969803252650044,-0.1820956415979864,0.22278562977830574,0.9982545103604942,0.5018735010517089,0.24893702821437624
45,0.0008628209069742876,-0.18244134421660235,0.22236514710759847,0.9990168928989076,0.5027265258925957,0.249796393266814
46,0.000888645587875464,-0.18248578099548343,0.2223783750219657,0.9990051126191914,0.5027401980075165,0.2497760299580675
47,0.0008948670587850191,-0.1824885306837868,0.22236697606761707,0.9990103045529675,0.5027412984784808,0.2497810152692212
48,0.0008882833267030779,-0.18247344612224245,0.2223747961775773,0.9990126346430768,0.5027210483185286,0.24977013657305977
49,0.0007963004890840231,-0.18264577776413204,0.22266138464988006,0.9988998551044355,0.502905219493397,0.2494170993199908
50,0.0008783895993207391,-0.1824323383202741,0.22281172501853244,0.9989177595855737,0.5028281307168934,0.24920860990572563
51,0.0007670225394396241,-0.1822510472491794,0.2225513125300064,0.9989648420195314,0.5026409063146294,0.24927190891716017
52,0.0010042521959021666,-0.18138165809518214,0.22242287376612824,0.9990768419969996,0.5017003485327399,0.24913802826020717
53,0.0009240511375464,-0.18119347663796964,0.22212921797254082,0.9990227720381124,0.5014540139122808,0.24938828013453967
54,0.0008665610103164856,-0.1811990287017729,0.22218505147722598,0.999090053355233,0.5014527159081021,0.2493226446568129
55,0.0005175201269607202,-0.1813441012606857,0.22220509108546974,0.999193807001475,0.5020555661563973,0.2493038773374719
56,0.0004216997512200768,-0.18134596732727404,0.22215695699982574,0.999149087402017,0.5020756363023944,0.24948126017928962
57,0.0006569934320732884,-0.18205220760912624,0.22210004160604713,0.9994314185066436,0.5029847738336557,0.2497564222923384
58,0.0005215126585668209,-0.18270289370246115,0.22272255888034936,0.9989752783935628,0.5032385262779921,0.24905077362142403
59,0.0005301857084852868,-0.18256246555413225,0.2229460329660511,0.9991155731914979,0.5033057495578548,0.24896866944848517
