,0
0,8525.802780531929
1,-1272.1879074727033
2,-1252.0475742347655
3,-1843.3834734149161
4,-1655.396359501016
5,-1677.7616560039353
6,-1697.3240732133768
7,-1699.9574070623812
8,-1708.510316748898
9,-1700.0868559242058
10,-1608.1525075159657
11,-1393.9515228466007
12,-1531.9803062436454
13,-1726.8862246370823
14,-1707.8979238974955
15,-2079.57243919638
16,-2055.909264964616
17,-2217.739758433295
18,-2163.957188155669
19,-2182.824682192027
20,-2162.8719557050595
21,-2185.3723586734122
22,-2182.059379284048
23,-2181.337246867789
24,-2200.3327642009513
25,-2181.035476007576
26,-2182.13044496879
27,-2194.45272621128
28,-2250.5754328337644
29,-2243.3717726750733
30,-2242.371802867394
31,-2253.2848600078523
32,-2253.4496161669035
33,-2256.6100412042633
34,-2260.275940812939
35,-2262.109344770583
36,-2264.9481560549198
37,-2262.3377091930606
38,-2262.0661788840516
39,-2266.435194612562
40,-2269.3473987423217
41,-2271.4121777185273
42,-2271.1665766081405
43,-2270.4427829825995
44,-2256.8701574061515
45,-2273.618094914072
46,-2273.421304202422
47,-2273.486129596761
48,-2273.645068129818
49,-2275.914580636679
50,-2274.613534572063
51,-2280.4992115146774
52,-2279.1177055293333
53,-2281.3648731057333
54,-2282.5952267079347
55,-2285.2141423466446
56,-2283.8609829009274
57,-2276.955402212358
58,-2283.314019601643
59,-2278.9330210311314
60,-2281.975672604401
61,-2275.7760550607104
62,-2282.594468258926
63,-2282.689885529801
64,-2281.9912193482155
65,-2282.8450499040355
66,-2282.011612398263
67,-2281.0658684724044
68,-2286.0506949412306
69,-2284.6098931328543
70,-2284.6111794470803
71,-2289.6736688419082
72,-2283.950682704118
73,-2282.1124827051026
74,-2280.650411310279
75,-2280.636279822794
76,-2280.4178025598712
77,-2284.056055695773
78,-2286.116251611261
79,-2286.0294159979417
80,-2285.6840384711236
81,-2286.276565565007
82,-2286.897335714726
83,-2286.8217166439654
84,-2286.4367146368254
85,-2285.406043561207
86,-2285.7919490622057
87,-2285.715218069405
88,-2286.6503279941153
89,-2286.940257652794
90,-2287.713936866788
91,-2291.158859764279
92,-2290.0800680376788
93,-2290.454937301301
94,-2293.3933626016424
95,-2291.3086786698655
96,-2293.37486726035
97,-2293.5987933063816
98,-2293.155336483504
99,-2288.379085275812
100,-2288.059858589906
101,-2287.2029182438428
102,-2282.273038346461
103,-2278.737488519894
104,-2278.7434337208883
105,-2279.2688547797425
106,-2277.1402786871604
107,-2283.213126252741
108,-2287.529766799686
109,-2288.8980774799957
110,-2288.857034053006
111,-2288.2432890718264
112,-2287.1422234710376
113,-2285.8852625296854
114,-2285.757590669172
115,-2285.8034296652986
116,-2287.012003877134
117,-2287.0132523610873
118,-2289.178137191786
119,-2289.043679332429
120,-2288.7460789987567
121,-2288.1649771660645
122,-2284.6879693565616
123,-2289.7049620264006
124,-2290.264646396061
125,-2290.356901966345
126,-2290.2798051442783
127,-2289.07539565259
128,-2295.1872865286805
129,-2296.260917423546
130,-2296.7836178687235
131,-2296.679595188954
132,-2294.4221921087333
133,-2294.208172894552
134,-2293.7484098681034
135,-2293.4205695087853
136,-2291.815834026984
137,-2291.509287301883
138,-2293.0016247466438
139,-2293.2203183534007
140,-2293.0916588950763
141,-2292.9574350058674
142,-2293.0218378656837
143,-2292.957108100356
144,-2293.886865456404
145,-2293.85545127062
146,-2294.8252832618314
147,-2294.779187568235
148,-2292.874642570886
149,-2291.1023288133565
150,-2290.1138459071167
151,-2291.9728170377125
152,-2290.048790449031
153,-2290.9079034340634
154,-2290.189703419764
155,-2293.231665916384
156,-2290.791916913243
157,-2293.753178257674
158,-2291.276042792312
159,-2291.265223281874
160,-2289.856709256184
161,-2289.922414581095
162,-2287.8626807376154
163,-2287.8531593318953
164,-2287.332020574887
165,-2287.270093227336
166,-2286.167462304827
167,-2286.301195700029
168,-2287.1573725589346
169,-2286.8692828691837
170,-2288.4699546710785
171,-2289.07578368922
172,-2289.4443433741076
173,-2289.614724267537
174,-2289.641021966659
175,-2289.7969237465763
176,-2288.83276528162
177,-2288.92022802324
178,-2289.779080645638
179,-2289.8179870146146
180,-2289.388622049674
181,-2290.8525213786456
182,-2290.931326458256
183,-2291.86231307513
184,-2292.3621138334997
185,-2292.6170302640135
186,-2292.6181230278344
187,-2292.5366683946486
188,-2292.5293520231603
189,-2292.7499308789606
190,-2292.6998455191087
191,-2293.108975788697
192,-2293.528859099079
193,-2293.360950781362
194,-2293.5037893968884
195,-2293.34928431397
196,-2294.167039062094
197,-2293.752765643089
198,-2293.755819519457
199,-2293.5702363813743
200,-2294.828693447098
201,-2295.854786095327
202,-2295.84498373435
203,-2296.329068270476
204,-2296.3374397149264
205,-2296.433043016183
206,-2296.4670135304145
207,-2295.8615434755066
208,-2295.9442798430837
209,-2295.9518471214965
210,-2295.9111003635207
211,-2292.8958814023267
212,-2292.6895870931776
213,-2293.5808844434273
214,-2293.017884073288
215,-2293.4987169138626
216,-2293.057071672963
217,-2293.1332627425713
218,-2293.4424075151414
219,-2293.41417742384
220,-2293.46441550752
221,-2292.782258736983
222,-2293.6442203955994
223,-2293.4611177991605
224,-2294.512126839982
225,-2293.416411190768
226,-2293.1898458730043
227,-2293.1628548446147
228,-2292.8938778240195
229,-2292.6522598686865
230,-2291.865684507094
231,-2292.8899285490465
232,-2293.254629542238
233,-2293.154790475208
234,-2290.2584626280177
235,-2290.1387652555786
236,-2289.873139838992
237,-2292.6518616846943
238,-2292.3541859246156
239,-2291.8113109826077
240,-2291.383028753756
241,-2291.8759145528034
242,-2291.683213472189
243,-2291.647619926361
244,-2291.2771440789647
245,-2291.363184596502
246,-2291.06027265272
247,-2291.7692806664268
248,-2292.041827318005
249,-2290.678144540212
250,-2290.343852964498
251,-2290.2438968653046
252,-2290.462679914291
253,-2290.822779799012
254,-2290.959875929441
255,-2290.3008051065167
256,-2290.288845899846
257,-2290.951861903576
258,-2292.1520192633093
259,-2292.1333046054538
260,-2291.652882987796
261,-2291.57396407161
262,-2292.7546463163017
263,-2292.7502653519264
264,-2292.8058857582328
265,-2292.514540812777
266,-2292.095838551789
267,-2291.9439462357495
268,-2291.9862526806314
269,-2292.7581582602947
270,-2293.6611197866505
271,-2292.067747976568
272,-2291.837046714775
273,-2293.8141911800217
274,-2293.638080085056
275,-2293.8031594609306
276,-2294.7458215689
277,-2294.9525445813515
278,-2294.7075248438896
279,-2294.8497508846795
280,-2294.600855219097
281,-2294.8467709684032
282,-2294.6145112658774
283,-2294.1445846247134
284,-2294.3364418788374
285,-2294.276685177879
286,-2294.4339585984253
287,-2294.40738263051
288,-2294.9112022547206
289,-2294.7228828097636
290,-2295.185779642704
291,-2294.9071761557725
292,-2296.109343497842
293,-2296.1091058823777
294,-2295.8218978017817
295,-2296.2087753096966
296,-2295.168840404062
297,-2295.0103533620427
298,-2295.0082971366924
299,-2294.766556520905
300,-2295.488402543958
301,-2295.4767709675743
302,-2295.845481781984
303,-2294.2307614376746
304,-2294.163996073707
305,-2293.9858030707965
306,-2294.764025905091
307,-2295.0357943690287
308,-2295.0281802039744
309,-2294.454879700984
310,-2294.7141060377826
311,-2294.753131117201
312,-2295.2598775397278
313,-2295.6286404036573
314,-2295.6525384515367
315,-2295.4182135062747
316,-2295.502814032973
317,-2295.4843084934882
318,-2295.3523929836756
319,-2295.678390894226
320,-2295.5283717390435
321,-2295.538643869719
322,-2295.506114209164
323,-2295.50961372905
324,-2295.4963358904224
325,-2295.4538965823344
326,-2295.454324504733
327,-2295.245430954075
328,-2295.327162340585
329,-2295.3576632461027
330,-2295.3721110795627
331,-2295.6399093911027
332,-2295.6792591930243
333,-2295.894791490176
334,-2295.887733384122
335,-2296.3774466222812
336,-2296.4381507023236
337,-2296.453732366982
338,-2295.9006744588964
339,-2295.9985590454103
340,-2295.8847691910723
341,-2295.540485435019
342,-2295.5474870457247
343,-2295.5791866770214
344,-2295.2607174570376
345,-2295.2265084345854
346,-2296.317292515615
347,-2296.1707894887927
348,-2296.3647184264746
349,-2296.296170057179
350,-2296.2833340786083
351,-2295.0002233005434
352,-2295.0017518446302
353,-2295.063227275107
354,-2295.0169210204863
355,-2294.962474271602
356,-2295.223305842358
357,-2295.362834717399
358,-2295.628608746263
359,-2295.821975733765
360,-2295.8706248445937
361,-2295.9501454642113
362,-2295.868736312762
363,-2296.1733765957647
364,-2296.1696438739527
365,-2296.0889476937696
366,-2296.204926533558
367,-2296.333039301648
368,-2296.282987063212
369,-2296.2832461268176
370,-2296.2217050647464
371,-2296.5164515650904
372,-2296.5257253549116
373,-2296.4706962509226
374,-2296.6271238313952
375,-2296.6299746135346
376,-2296.430527229621
377,-2296.2139300902213
378,-2296.5896671476953
379,-2296.6333419557122
380,-2296.5596235789176
381,-2296.7976404975543
382,-2296.8485508213307
383,-2296.7497761425943
384,-2296.621762743357
385,-2296.449703383786
386,-2296.5624656490236
387,-2296.6651054032523
388,-2296.663315810236
389,-2296.1404563177075
390,-2296.243665391334
391,-2296.747810957593
392,-2296.964917363194
393,-2297.243628315098
394,-2297.1489533323047
395,-2297.227421555022
396,-2298.2007716802277
397,-2298.2517922206857
398,-2298.3157593436204
399,-2298.3194009276635
400,-2298.3028337449095
401,-2298.536330372294
402,-2298.4725283691596
403,-2298.517091001319
404,-2298.4418995774017
405,-2298.674019918155
406,-2298.5766278207393
407,-2298.589717494686
408,-2298.597611887875
409,-2298.497305347343
410,-2298.218896368706
411,-2298.0909806062914
412,-2298.2439018601403
413,-2298.4928805592454
414,-2298.580972100545
415,-2298.3115512598642
416,-2298.348465493452
417,-2298.4300169973276
418,-2298.3455656728356
419,-2298.348159246313
420,-2298.246654574186
421,-2298.2703003552333
422,-2298.349715703316
423,-2298.229132826132
424,-2298.203225318278
425,-2298.1840556778034
426,-2298.193977050407
427,-2298.2204568961183
428,-2298.1577840920386
429,-2298.243083071787
430,-2298.246610974098
431,-2298.2220362240632
432,-2298.1540181351493
433,-2298.0158910599807
434,-2297.903217329013
435,-2297.9852246151536
436,-2298.0772865653084
437,-2298.2272572558936
438,-2298.2144137218806
439,-2298.210019102832
440,-2298.1416352840324
441,-2298.1808886136514
442,-2298.0024592626137
443,-2297.8462203048803
444,-2297.625579152261
445,-2297.553976861762
446,-2297.637383372016
447,-2297.6546185378106
448,-2297.6272540442565
449,-2297.6227238922047
450,-2297.7374769073044
451,-2297.720261908398
452,-2297.7093486767953
453,-2297.7010308805693
454,-2297.7400385576184
455,-2297.732244979462
456,-2298.0646772936643
457,-2298.1113203028126
458,-2297.973429411579
459,-2297.593364055685
460,-2297.674177294314
461,-2297.0958255838677
462,-2297.7655971142635
463,-2298.221486349633
464,-2298.1586229476225
465,-2298.177923504026
466,-2298.1949835222013
467,-2298.3080417977017
468,-2298.300400624924
469,-2298.153006157616
470,-2298.1329375316354
471,-2298.138235090349
472,-2298.1416717391144
473,-2298.1377783882185
474,-2298.079552848673
475,-2298.1179838651788
476,-2298.107892692408
477,-2298.1771899252067
478,-2298.19873108064
479,-2298.279360429607
480,-2298.274024481374
481,-2298.347682585607
482,-2298.3512430681894
483,-2298.317636545608
484,-2298.3205898505225
485,-2298.286936064904
486,-2298.211902183141
487,-2298.150515844479
488,-2298.305334293988
489,-2298.239474013102
490,-2298.278888661089
491,-2298.213382735269
492,-2298.208469448155
493,-2298.215712345654
494,-2297.917816264423
495,-2297.642719329948
496,-2297.5053966732844
497,-2297.762457498135
498,-2297.6567844860997
499,-2297.650253922596
500,-2297.5745608102375
501,-2297.6374552119873
502,-2297.691216154905
503,-2297.6683688230482
504,-2297.9124123854167
505,-2297.9140128949994
506,-2297.8207004832984
507,-2297.77322882934
508,-2297.758272916142
509,-2297.740334292163
510,-2297.594143763819
511,-2297.396866961246
512,-2297.3669913759163
513,-2297.3110714306877
514,-2297.3146838399493
515,-2297.30881444936
516,-2297.3163925364015
517,-2297.307083138987
518,-2297.496946104624
519,-2297.4969732755303
520,-2297.4846098587122
521,-2297.292144148386
522,-2297.4460303547467
523,-2297.579967047251
524,-2297.6880651564743
525,-2297.7466867793587
526,-2297.8703459995027
527,-2298.0009194698637
528,-2298.0003721000276
529,-2297.934715304802
530,-2298.3857042286277
531,-2298.377539854277
532,-2298.4187907287724
533,-2298.493101187607
534,-2298.4099166202473
535,-2298.3579477193985
536,-2298.292016062467
537,-2298.3553582847585
538,-2298.358448869857
539,-2298.3059548453834
540,-2298.31194185954
541,-2298.3327893970127
542,-2298.333343359389
543,-2298.414439617131
544,-2298.393995290982
545,-2298.3722211770855
546,-2298.3429231841833
547,-2298.176523269465
548,-2298.191462759704
549,-2297.821373902615
550,-2298.19335862578
551,-2298.228856883176
552,-2298.2839927608948
553,-2298.2897086495063
554,-2298.2628961939204
555,-2298.2530838560483
556,-2298.264118749296
557,-2298.1477677318017
558,-2298.125107400256
559,-2298.0832245098654
560,-2297.9321949521095
561,-2297.955100099829
562,-2297.9397818595958
563,-2297.960788003483
564,-2297.961951716373
565,-2297.9578257516296
566,-2297.664011928089
567,-2297.6420054022133
568,-2297.759034683608
569,-2297.738832776208
570,-2297.7468125214687
571,-2297.972575153137
572,-2297.9722657143216
573,-2297.9376467942675
574,-2297.936422835146
575,-2297.9349675619333
576,-2297.9069416663456
577,-2297.734324268561
578,-2297.727898634124
579,-2297.6730720418295
580,-2297.786804830112
581,-2297.7945844714814
582,-2297.612445722264
583,-2297.7733885734933
584,-2297.6018458126114
585,-2297.568255182886
586,-2297.65556978208
587,-2297.7879824563083
588,-2297.955626924964
589,-2297.7897912513786
590,-2297.8143652382846
591,-2297.8179224067053
592,-2297.8658939286747
593,-2297.8402166075516
594,-2297.844352082285
595,-2297.804244547081
596,-2297.689777190083
597,-2298.0937064933646
598,-2298.2801407935644
599,-2297.865379703312
600,-2297.882014140402
601,-2297.870403956875
602,-2297.873086844009
603,-2297.795138078078
604,-2297.792961903238
605,-2297.800394929044
606,-2297.9588988067903
607,-2297.8584544472888
608,-2298.0858492525967
609,-2298.0942671457833
610,-2298.094257393075
611,-2298.0562629855644
612,-2298.0844302892556
613,-2297.9619959596666
614,-2297.919543831741
615,-2297.9748823439913
616,-2297.8697819713807
617,-2297.869665318308
618,-2297.9438380403844
619,-2298.0993279282047
620,-2297.9953393116352
621,-2298.216467950753
622,-2298.007424731436
623,-2298.05005115171
624,-2298.0683303038327
625,-2298.077594430898
626,-2298.1244751234226
627,-2298.13358397938
628,-2298.148745352401
629,-2298.1726683751067
630,-2298.1702437198555
631,-2298.182939553962
632,-2298.166991458782
633,-2298.196468034888
634,-2298.234272652281
635,-2298.226106199287
636,-2298.1565745549624
637,-2298.249588379037
638,-2298.2090231451934
639,-2298.2124633017334
640,-2298.233921855883
641,-2298.1903889863297
642,-2298.1802468472456
643,-2298.2094306717213
644,-2298.209359919516
645,-2298.217104538901
646,-2298.2295987924535
647,-2298.2839504274953
648,-2298.3520708082137
649,-2298.3948038132553
650,-2298.542680974501
651,-2298.5836536829997
652,-2298.5824866407993
653,-2298.576247343427
654,-2298.5417967992717
655,-2298.546207019841
656,-2298.5662034249503
657,-2298.5948433850785
658,-2298.654711495559
659,-2298.6045391948164
660,-2298.545193292741
661,-2298.5673048521717
662,-2298.618259054544
663,-2298.664652770871
664,-2298.771052571973
665,-2298.674869277591
666,-2298.6782858222655
667,-2298.694189979801
668,-2298.5474463933374
669,-2298.5159613457063
670,-2298.5382765541494
671,-2298.572387830201
672,-2298.5773876977955
673,-2298.5883717150355
674,-2298.556490522221
675,-2298.528852248321
676,-2298.3602425121107
677,-2298.333058595378
678,-2298.3412621106972
679,-2298.381716583972
680,-2298.328627186101
681,-2298.3324101470434
682,-2298.4596490840004
683,-2298.4281821066247
684,-2298.545227047312
685,-2298.5945374910434
686,-2298.516036686346
687,-2298.280192086953
688,-2298.2766727060693
689,-2297.813637523159
690,-2297.733326039586
691,-2297.5978428046337
692,-2297.6820767853865
693,-2297.681037240408
694,-2297.525458138186
695,-2297.528311465969
696,-2297.638564863115
697,-2297.661108341697
698,-2297.697477735407
699,-2297.661195100365
700,-2297.7454714513424
701,-2297.7445360172455
702,-2297.7360992936956
703,-2297.868293047153
704,-2297.764247616525
705,-2297.7668000470567
706,-2297.766560236605
707,-2297.85639220327
708,-2297.826361567032
709,-2297.8663593040615
710,-2297.876302601389
711,-2297.8647521410235
712,-2297.867441017579
713,-2297.8135653538297
714,-2297.8567038466385
715,-2297.727914924645
716,-2297.7138070997394
717,-2297.6738518711722
718,-2297.6060253887913
