,a0,a1,a2,I,b1,b2,b3
0,-0.014094729725270677,0.024790776923096836,-0.0340061377345835,0.9666027844915726,0.44225523345327156,0.23035136654742727,0.21077725752862086
1,-0.005149553213037249,-0.1568112103919288,0.23952894229083332,1.0034779772668037,0.4825422292270902,0.2252494829574938,0.24195733445046663
2,-0.00460183003030977,-0.19698632923254367,0.2532013772621391,0.999328138960039,0.5171802397958738,0.21956426027073395,0.24668224250826853
3,-0.004449693166603222,-0.18686651291182454,0.23662774762349992,0.9989261865406756,0.5046565088041888,0.2300066894806796,0.24534260205609104
4,-0.004235390543280426,-0.19187858978934358,0.2403384851734114,0.9998671487810771,0.5112056974561192,0.22789016345883306,0.2453470263035596
5,-0.0038761221390147815,-0.18718701536119176,0.21661981013924092,0.9954913561411488,0.5045220000472609,0.2520408958810613,0.24757623513544283
6,-0.0038047596462498223,-0.1855641793163757,0.21411925395444187,0.9950082532572747,0.5019743151979605,0.2537526706400284,0.24796007155469274
7,-0.004156076491138173,-0.19028286514701798,0.21465435148154755,0.9948476512574437,0.5073330455864836,0.25595627452335623,0.24947311907639133
8,-0.004224780186979041,-0.19233361864216136,0.2154850975585707,0.9943645476273781,0.509087776176623,0.2550700699120664,0.249094311736891
9,-0.004564664283198738,-0.1957069904496831,0.21173082572470114,0.99428256080249,0.511343582116476,0.25905930230579804,0.2498706429183642
10,-0.004490524100959223,-0.18995157777076632,0.2047154224699749,0.9946472753036595,0.5059776062338046,0.26331306480781413,0.24961090284097825
11,-0.0024764590644604234,-0.18427268036271327,0.20680992251827354,0.9964105359775486,0.5038096889299344,0.262592038212135,0.2473436733480811
12,-0.002498451836365878,-0.18411305223840402,0.20670519856354397,0.996409455188821,0.5036318684849808,0.2626023790532467,0.2472750173770356
13,-0.001250288863505672,-0.1588445891424849,0.19705023232016255,0.9951429578751654,0.477556619159783,0.2647789360720154,0.24261340572925655
14,-0.00038651812995538215,-0.16585039913422794,0.20570331082860915,0.9951680393289775,0.4841850383998466,0.2580333458620258,0.24344339401986193
15,-0.00019861849743610382,-0.16645576123512607,0.20905261288440913,0.9966693493301901,0.486530224063936,0.2569014501631738,0.2453069155672708
16,-0.00015466089879570544,-0.17371649203822043,0.2085238006194149,0.9970423585236878,0.4927695299599627,0.2585394612109034,0.24710131285861386
17,0.0001178698839549297,-0.19213309776146115,0.22518732153379478,0.998437408788184,0.5109374333391559,0.24986582645173358,0.251370660423142
18,0.00034662095328086284,-0.19391646997335787,0.22558155093552357,0.9984644652184185,0.5127757122133181,0.25038816404461534,0.2518218008285218
19,0.0006963777545204164,-0.1926193357409205,0.22474771165486807,0.9987244187256141,0.5116398102448179,0.2510047053405306,0.25203918648820034
20,0.0006131371060092289,-0.19300260318184276,0.2247121387624072,0.9987282478034315,0.5119476774065599,0.25111689000197024,0.25214870045431964
21,0.000555666295573902,-0.19252472649496266,0.22428971535583087,0.9986709567191878,0.5114529254748253,0.25132182024912614,0.252046164040059
22,0.0008302707831869885,-0.19252754992196808,0.22485089917088957,0.9989478741938395,0.5117010968369231,0.25080597209647953,0.2521636493656334
23,0.00014128727886006387,-0.19092087561594795,0.22161708955054382,0.9981644539630474,0.509211555406878,0.25271996425906385,0.2522901722699556
24,-5.644846798873518e-05,-0.1894258239050397,0.22080089373117484,0.9982575886779047,0.5075821453769873,0.25282636827506466,0.2517438443237591
25,0.00011897793405769852,-0.18884993467353084,0.22100986517814514,0.9985390081114818,0.5070369305510924,0.2526352593293495,0.25168631361169835
