,0
0,32.278675497159455
1,31.79959292058009
2,14.524039107325583
3,8.194065635636807
4,6.311808388463076
5,5.088140045609849
6,1.4635214658183773
7,1.4549455771075435
8,0.44679762899681885
9,0.41227082470111487
10,0.4635900604776797
11,0.4900922702462642
12,0.3384718002038414
13,0.17199501586799948
14,0.1621914721295291
15,0.16057378842741796
16,0.1513755130706234
17,0.13870691178303243
18,0.1285244893739556
19,0.13278173637466076
20,0.13055306181785475
21,0.1288505949627644
22,0.12832566313261318
23,0.12848660549076374
24,0.1264796237386352
25,0.12863806331848696
26,0.12709965162359166
27,0.12626066851330423
28,0.11759982457379128
29,0.11662682641353161
30,0.11374360031629735
31,0.11352447783370133
32,0.11336162368806138
33,0.1128249796951493
34,0.1138038799367073
35,0.11377128591581662
36,0.11433974102977329
37,0.11470492182681086
38,0.11418648766850481
39,0.11468397661691498
40,0.11424959097483017
41,0.11198570065476543
42,0.11188488545677627
43,0.11078823435392432
44,0.11490864427230085
45,0.10724606438994225
46,0.10728193080816079
47,0.10704365493158616
48,0.10695826227121824
49,0.10701098129603548
50,0.10720868973377376
51,0.10672568836268545
52,0.10762288905140542
53,0.10765917228435035
54,0.10718219819914598
55,0.10513112737607412
56,0.10520409869841393
57,0.10332460926578987
58,0.10413625253813008
59,0.10392252024891074
60,0.1038719726068783
61,0.10432644066722205
62,0.10303355941011953
63,0.10215213928313768
64,0.1019612767168474
65,0.10170607247229
66,0.10183883651114023
67,0.10232938062377328
68,0.10240940248473744
69,0.10210781026017732
70,0.10214434046365303
71,0.10266601145690736
72,0.10298458246695134
73,0.10318683023334518
74,0.10289760566408847
75,0.10286496266084648
76,0.1028152980618329
77,0.10279721011759012
78,0.10253390528144665
79,0.10266284659326029
80,0.10268767616808624
81,0.10282099877741507
82,0.10221780363216729
83,0.10236464555164089
84,0.10240510108461988
85,0.10202609001154236
86,0.10188669718116719
87,0.10178892285936067
88,0.10205577150668135
89,0.10204336850165574
90,0.10190829498860823
91,0.10177549988864475
92,0.10175634846064238
93,0.10176365921863692
94,0.10209092089238987
95,0.10229714126679024
96,0.10186087401863157
97,0.10182802475836111
98,0.10172370913504526
99,0.10181165024792643
100,0.1018423259819298
101,0.10189784771145712
102,0.10200892576196875
103,0.10237678568636788
104,0.10233336615982926
105,0.10220982525522326
106,0.10210998885564526
107,0.10168131662045762
108,0.10133455683976306
109,0.10086951417785137
110,0.10087455748110657
111,0.10091601113726976
112,0.10094819613177972
113,0.10118863119890702
114,0.10118909222396698
115,0.10119868473850474
116,0.10124816964175791
117,0.10123272607003171
118,0.1011581473920639
119,0.10113834081683626
120,0.10118634121831471
121,0.10115216250702375
122,0.10110366008404836
123,0.10079165936796822
124,0.10059141586801666
125,0.10060545397713236
126,0.10061748410370841
127,0.10064853082868955
128,0.1010824516223135
129,0.1012179158795247
130,0.10116212221015489
131,0.10114811642436825
132,0.10126959297467608
133,0.10131992326121539
134,0.10135701423730209
135,0.10137490628204907
136,0.10113987220266636
137,0.10119883991573547
138,0.10104956896943633
139,0.1009573600943016
140,0.10111734729093631
141,0.10101382097629993
142,0.1010728828734706
143,0.10110992278681596
144,0.10127546092505729
145,0.10124245677467869
146,0.10126479501894105
147,0.10126769054831952
148,0.10128056217724034
149,0.1014648171498008
150,0.10155772116308462
151,0.10136357175187688
152,0.10152792836485594
153,0.10146379839932573
154,0.10150536450056707
155,0.10152196513429532
156,0.10184606572048806
157,0.10100490474428986
158,0.10132304803845762
159,0.10130878921215053
160,0.10179630254662574
161,0.10168738316023401
162,0.10183025981009801
163,0.10181901775106
164,0.10182909638599111
165,0.10184700123412103
166,0.10172476904243588
167,0.1015673832180132
168,0.10161815984138595
169,0.10162881243328009
170,0.10117466919176452
171,0.10108294648427406
172,0.10115211656179017
173,0.10115158402234792
174,0.1011334924327084
175,0.10097887202112976
176,0.10112675410413552
177,0.10099226532599793
178,0.10096703684313027
179,0.1009720670497066
180,0.10102285065792738
181,0.10104885798612195
182,0.10106319867223887
183,0.10115448875150386
184,0.1012120281076134
185,0.10127779282224529
186,0.10128356385570172
187,0.10126889747893862
188,0.10130562323711795
189,0.10122264869738978
190,0.10119510747823104
191,0.10129837546386164
192,0.10128997859007491
193,0.10135026854988995
194,0.10133670342536334
195,0.10136557586485379
196,0.10115787014521714
197,0.10128565117406364
198,0.10116722577693811
199,0.10110728817409799
200,0.10096140036381868
201,0.1007459053005312
202,0.10079798221308184
203,0.1007384614550337
204,0.10061551888714731
205,0.100590587952288
206,0.10058916055575186
207,0.10071475927521048
208,0.10071965239586875
209,0.10070435683382657
210,0.10072761568982119
211,0.10108153790465635
212,0.10108566534815087
213,0.10098193451712245
214,0.10111080089118986
215,0.10114402790428287
216,0.10120436256148603
217,0.10118686285296594
218,0.10114483982736942
219,0.10111073432247555
220,0.10107099741387697
221,0.10107915598304759
222,0.10089502387777591
223,0.10092110052473727
224,0.10074263288351554
225,0.10079723692637993
226,0.10078849992712602
227,0.10070905604984683
228,0.10073314627539115
229,0.10070877727880327
230,0.10080107841440208
231,0.10074372589658043
232,0.10066638413429134
233,0.10061075017757995
234,0.10080791215503203
235,0.10083295465927275
236,0.1008922078558438
237,0.10031697998401433
238,0.10030931947419713
239,0.10028111875172979
240,0.10033646652033604
241,0.10023969350817248
242,0.10029320964396857
243,0.1003115554548569
244,0.10032201697593657
245,0.10031895158077833
246,0.10035184954336783
247,0.10030575516244336
248,0.10023166964683886
249,0.10021404751062626
250,0.10020549234350216
251,0.10019258917356957
252,0.10017461507462141
253,0.10015559164532582
254,0.10010174228750116
255,0.10016954193807022
256,0.10017213965508134
257,0.10013998701466598
258,0.10003776574349718
259,0.10003460219891488
260,0.10007702182193676
261,0.10005895547040594
262,0.10001323963879365
263,0.10003262005273399
264,0.10001431699126627
265,0.09993938644855574
266,0.09997372336329233
267,0.0999878112805001
268,0.09998768846093303
269,0.09995395581132005
270,0.09986136010207061
271,0.09985143656717455
272,0.09995653266054823
273,0.09991017680119721
274,0.09993486780255299
275,0.09990797476708853
276,0.09984991208325891
277,0.09990589460070909
278,0.09991144906236873
279,0.09992444094307869
280,0.0999547172850157
281,0.09993355736084719
282,0.09997815281352009
283,0.10006775671057168
284,0.10006770419467753
285,0.10006174142580865
286,0.10007740554018457
287,0.10009377349114819
288,0.10008609460305727
289,0.10015096200665619
290,0.10008296067681934
291,0.10011525370715474
292,0.1000547679653315
293,0.10005677565470075
294,0.1000950266877019
295,0.10010135417098703
