,a0,a1,a2,a3,I,b1,b2,b3
0,-0.010999087967654971,0.22378724759475963,-0.058192838777606753,0.17171357702212947,0.9518948395855327,0.3448148286713474,0.06064856467927375,0.20282334767179397
1,-0.007501139236919077,0.1967352433194515,-0.08911836679630708,0.178641572953563,0.9682306439444012,0.35989065320152336,0.071256572040454,0.20049095577419343
2,-0.005202613547839317,0.21093658829838924,-0.10143752790113444,0.1641164354445974,0.9746989893181226,0.3594626512143797,0.07073166418589334,0.2059082401278318
3,-0.005318299499112176,0.21190225355414988,-0.10157427335058716,0.16510721023249902,0.9753683437939468,0.3584943008288016,0.06968423561991584,0.20556850623672746
4,-0.00439738036882457,0.20142545349370436,-0.11707098174293971,0.16623291377470756,0.9700915856579857,0.357915695651257,0.08751592396966659,0.21797056046759686
5,-0.0051003205581251305,0.19119805396052397,-0.10380230971714006,0.16771766036907945,0.9695887370997526,0.3719608549946769,0.08741323214087847,0.21159184675070988
6,-0.0007310799335883255,0.18276844581098245,-0.10656866669710338,0.1970495863771953,0.9880740230990288,0.392139579840014,0.1253867490158454,0.22690474373305555
7,-0.0026363437135709655,0.15378928244222245,-0.1043037097818657,0.1904747689041721,0.9878706723468208,0.4133294890131914,0.1359438958423106,0.22412143638701004
8,-0.00251520476595433,0.1303149442141054,-0.1585995189490711,0.18291495998942636,0.9935987298535389,0.4395991895794656,0.19106280236840772,0.26062900530526395
9,-0.0017766466815816151,0.13789184925187226,-0.16303561976513967,0.1794543169951983,0.9945828379467309,0.4336471233445378,0.19249582880455166,0.26488091828813815
10,-0.0033844395564416874,0.13640254688545597,-0.16897068445657765,0.1813634099722014,0.9941013296903349,0.43343413847634016,0.19631273415844336,0.2639404903523397
11,0.0009226599817050386,0.1306358529926418,-0.17136950447069424,0.1977681398206645,0.9921421344924581,0.439219272006384,0.2060803586399902,0.2570830380061484
12,-0.0002860859479419601,0.10918570568704225,-0.1675639096606242,0.20582799311029365,0.9944107960910031,0.46478231504297796,0.21915862772417416,0.24956211376930626
13,-0.001213499180730747,0.11450375353986743,-0.1764397062811175,0.20437466628257273,0.9956864473345439,0.4613759643160608,0.22743250618648297,0.2588443225439349
14,-0.0010482248356099128,0.10133209611686006,-0.17667908227215467,0.20546517563901864,0.9961817229341957,0.47276512487668576,0.23212868923461422,0.25619478355306036
15,-0.0009651370017290297,0.10154282436649889,-0.1757200458703071,0.2056713219109285,0.9963488063133508,0.47265375087957456,0.23126525858145666,0.25571150029731
16,-0.0009635328081112549,0.10153119633444853,-0.17570319496947537,0.2056895453896783,0.9963504190102901,0.47267052931657705,0.23125605758716558,0.25569066221166453
17,-0.0002025083193106978,0.10195037151992156,-0.1748628093430484,0.2052115416209474,0.9971323162422542,0.4726609724509279,0.23065675458943166,0.25666459185176094
18,-0.00010684600669660323,0.10202062867414728,-0.1749218787823177,0.20538395756765412,0.9971076177411932,0.47267325371460106,0.23073494347239862,0.25658200129602715
19,-0.0010875426285182844,0.09925952498085532,-0.17769380072621174,0.20610300194018014,0.9961438628471698,0.47508432276766205,0.23419504140829886,0.2570453610762291
20,0.00040720183349550747,0.09736718017144698,-0.1730602253555076,0.20902815649356402,0.997289782978561,0.4787959683748176,0.23162140396008693,0.25323955786903996
21,0.00010867627600766083,0.09724503536990976,-0.17348697132443713,0.208455642480264,0.9970597254294542,0.4785336908166711,0.23175658349730185,0.253940893500664
22,-0.00024076469589155204,0.09738544359066104,-0.17452648750988975,0.20841138173879342,0.9971516632547064,0.47804798802231596,0.23230533621817545,0.2541992302617876
23,0.00035957978107790587,0.09763682630688544,-0.17370604143132565,0.20949333159917694,0.9979467801346174,0.47803951640705944,0.23207943329913258,0.25343686560665707
24,0.0009234671103689719,0.09944611972035447,-0.17195310762084426,0.20961665971111368,0.9986360992506448,0.4774095390423988,0.22954534877930546,0.25283267251814
25,0.0011399916677630171,0.09925172481589459,-0.17092556409791612,0.21011216406865343,0.9987665137159129,0.47794809061802596,0.22913895343103238,0.25187704890338697
26,0.0011832875104295553,0.09908927773275722,-0.17077855807432216,0.21023131106571397,0.9987655683968444,0.4781526822686246,0.2291467932006645,0.25179806332024307
27,0.0013479672863638598,0.09964816705934106,-0.17099689707006413,0.21070754842691533,0.9988485513949088,0.4776545953800453,0.2291897979953019,0.25161999059927415
28,0.0008675941439516856,0.09693716885172465,-0.17409767536890777,0.21164610939688694,0.9985817085571997,0.479863731351814,0.23371366526896414,0.25232478274658715
29,0.000846524387839002,0.09709467655133165,-0.17422481423249425,0.21153157989592372,0.9985816983727486,0.4796949921814168,0.2337255632744391,0.25248634254739794
30,0.001254221541156877,0.09595507836189339,-0.17448204828428537,0.21280583319441992,0.998180303569744,0.48096820721176703,0.23453025454765095,0.2518152325041963
31,0.0010306294692479414,0.09462424612515438,-0.1745858585557524,0.2132576779122191,0.9978096995473769,0.48235863425012504,0.2353282140353763,0.25162600244839034
32,0.0009161637066292557,0.09495247984097288,-0.17527596293807537,0.21325716434562542,0.9976872432037074,0.4817867716139833,0.23582567092808807,0.25192049414781603
33,0.0011656336670203195,0.09372365716038021,-0.17574290438336534,0.214378467138983,0.9972240480681805,0.48309241301680617,0.23731357236053066,0.251168714347483
34,0.0010355004164561768,0.09309988557820631,-0.17560696645291476,0.21473015152694644,0.9971776731791799,0.4838865899641321,0.2375344243238422,0.25066038931540285
35,0.0012834175206950754,0.09332070772409436,-0.17525093307215617,0.21496482619903012,0.9971748351772808,0.4837140495291487,0.23676166705323579,0.25021400261062265
36,0.0011992634254978237,0.09326565819082161,-0.17567131098699793,0.21503212392510365,0.9968748043350811,0.4836527268774504,0.2371384536334898,0.2505013011476739
37,0.001396203182612743,0.0915682135733206,-0.17486181385877547,0.21550774642511145,0.9973111906798668,0.48637151458967864,0.23770886025463983,0.25003499047335737
38,0.0014971225029551814,0.09178254322744483,-0.17544842668898358,0.21576783872413857,0.9973954994484074,0.48641456271216676,0.23868483506786303,0.250297038454869
39,0.0014099884838916423,0.09075683027954827,-0.1755966723567174,0.21613964504783553,0.9973520516057669,0.48734653253310306,0.23918495084499855,0.24965629324186484
40,0.001594939375659745,0.09127850592607183,-0.17459950044121356,0.21728093793483988,0.9971433824248116,0.4867865332561084,0.23813416316076103,0.2484035040213825
41,0.0009927831222974652,0.0911080512285345,-0.1778522469798672,0.21596224464400546,0.9980248802387819,0.4874100585712774,0.24186112966651777,0.25123177499050997
42,0.0009822899360459928,0.09114861307162828,-0.17788668008364444,0.215931075849821,0.9980309913378744,0.48738135301623564,0.24188161435222247,0.25128478697994394
43,0.0010061246508465593,0.09110482931615191,-0.17785695094465126,0.2159436130292435,0.9980538499963796,0.48742325247539553,0.24184636542848362,0.25124041406955683
44,0.0010684600937144128,0.09096112252619784,-0.17789416100098046,0.21597039564728723,0.9980239479170187,0.4876145053281847,0.241951379364156,0.25117657180343694
45,0.0010187359455069802,0.09097946161802266,-0.17783875560252083,0.21604902714780366,0.9979800124708119,0.4876081178586897,0.24184051601955195,0.25107241959120835
46,0.0012095915381885875,0.09103470826162662,-0.1783741566812597,0.2160125250229213,0.9979489536523161,0.48770811092131405,0.24232854923459832,0.25161877890369644
47,0.0010292318736448052,0.09005972294331926,-0.17799541315372175,0.21623298747790448,0.9979851270844108,0.48873511014271104,0.2423241433142371,0.2512966302995752
48,0.0011838258225737538,0.09031265007549959,-0.17710433719356158,0.21589289715926482,0.9981611116968372,0.4884754132907169,0.24128889751572918,0.25136654956725046
49,0.0011648560212646512,0.09039106315085081,-0.17711813120709588,0.21577218225556877,0.998150634598923,0.4883704973971246,0.24125333235993623,0.2514818784484818
50,0.0010415826841611798,0.09032142980374482,-0.17722851944098478,0.21581396012491655,0.998293955478149,0.4884129368149676,0.24137416944373757,0.25154382217359433
51,0.0006898669372758944,0.09103630246480124,-0.1773954975912317,0.21555872486919403,0.9984433906938293,0.4881227055568402,0.24107297312498918,0.251743367853907
