,a0,a1,a2,a3,I,b1
0,0.005320010691476348,0.024469364673163962,-0.24090251412717398,0.18991945307644315,0.8726384626782524,0.3960976357548392
1,-0.010470526392838502,0.023375344448606318,-0.1631046645925497,0.15034109604953305,0.9020573814488552,0.47082578614871384
2,-0.01237684442234549,0.06687454206180632,-0.15493727957652337,0.1970789424379084,0.9352071808029986,0.4671511635129112
3,-0.009670050989959562,0.05636097521293239,-0.16910945012646889,0.19278367103881272,0.9482727700430449,0.4748752354456794
4,-0.005397760886493968,0.07473110466380956,-0.18151787389813787,0.1868897601942915,0.9613718688440986,0.481642692195761
5,-0.00802182718859418,0.07863985910405051,-0.19838958499957915,0.20494959318753678,0.9708583574767358,0.473995389717788
6,-0.00979942169114433,0.08720118147183756,-0.20336533247408625,0.20281346312472587,0.9749001105279234,0.47257056075957093
7,-0.009923996204152508,0.08686346104850834,-0.20270224021932007,0.2022853603360717,0.9748292701619559,0.47315350465273254
8,-0.007575692344918537,0.09068803511131088,-0.1906788147542233,0.2153281809252497,0.9835192515120124,0.47522934262066413
9,-0.007667292284299753,0.08934747331966582,-0.19007337369002086,0.21404544242027576,0.9835412636529637,0.4760368088087787
10,-0.004246265293339782,0.07481936156212805,-0.1834200700305036,0.21284378878397886,0.9886326593714921,0.49526331614929464
11,-0.001129408383196486,0.08692275907615721,-0.18595972118049453,0.2167486953441507,0.9914338118466353,0.48806299628752603
12,-0.0015248755119923656,0.08722433197794202,-0.18698232581745175,0.2168290896431393,0.9915691398482815,0.4873273873268841
13,-0.0004948858559469702,0.0888456788871471,-0.18717467251162265,0.21929379948070923,0.9910922295159315,0.48507522577744805
14,-0.0008501357685141447,0.08759674893153037,-0.18529807716185193,0.2183802234986944,0.9919479415848943,0.48719857931365623
15,-0.0006426170665140582,0.09016885014439564,-0.1838059149409375,0.22193417971961865,0.9937281251064117,0.4874073722024678
16,-0.0003702039695680644,0.08389982961231063,-0.18221110133810095,0.21845528797120603,0.9946314083041429,0.4924666134512873
17,-0.0007205296032765225,0.08434964745369401,-0.182145990353862,0.21864052051571678,0.9945475225651805,0.4915227599950729
18,-0.0004078346021334114,0.08483274756838584,-0.18204202770794367,0.2185482785093953,0.994644435056392,0.4911847019401738
19,0.00035579772988909896,0.08417880063978593,-0.18110539247269664,0.21880048074558914,0.9952197912909772,0.4922647219970662
20,0.00014878043039144663,0.08376155450240008,-0.18096194131990573,0.21850194907843618,0.9952611774928105,0.492534242119448
21,5.365159268113005e-05,0.08352162120089113,-0.18093147288045938,0.2184446190124927,0.9951971551462014,0.49279666686637047
22,0.0005268461376322759,0.08297132545159684,-0.18058332097735263,0.2185938734786696,0.9955752399846958,0.4937461951027534
23,0.00013998122974974734,0.08173553668466321,-0.1802847088726587,0.21814874847711319,0.9951852869503801,0.49454204303707683
24,-0.00013371934122808515,0.08186315079596555,-0.18070334258479373,0.21820656479560746,0.9954087963770707,0.49420624849643174
25,0.00022243218897942868,0.08248996816828646,-0.18064518159996473,0.2187432264596337,0.9959498744043505,0.4935798861406684
26,0.0010168347054757365,0.084057843027853,-0.18124963208460848,0.21995860830906702,0.9967035480870297,0.49363506298194293
27,0.0011543984277078557,0.08462463851143637,-0.1812176453731353,0.22002628980278824,0.9968048026102819,0.4932483214814442
28,0.001075054050933434,0.08478533378724315,-0.18142919324112672,0.2199776794039049,0.9968145056328662,0.49303352097697833
29,0.0012225179257778773,0.08545362475101378,-0.18169635378817683,0.22045952444113284,0.996925018810557,0.4923882076102714
30,0.0010878635207980075,0.08512680397636706,-0.18159200374503578,0.2203624478666442,0.9969740771681578,0.49261867339129384
31,0.0009390066427374093,0.08514184384430487,-0.18175381762989312,0.2203990846778464,0.9969238921811425,0.49263588608447584
