,a0,a1,a2,I,b1
0,0.10398653966476207,0.880280003963837,0.0090411548451107,0.9124125843486464,-0.2682041024379831
1,-0.00018097417671425475,-0.016546622973152125,0.1596477286283715,0.9819294644785757,0.3128747821612272
2,0.0027698406959733857,0.04487302569488172,0.1424058185117434,0.9746804630067936,0.2446464561089572
3,-0.005224693008477471,-0.20690306536845338,0.2251305222721809,0.998737483928352,0.525001644619512
4,-0.005179392703366245,-0.20800129227483777,0.22527298221791714,0.9985724213354638,0.5258116296497277
5,-0.0048933475806971355,-0.19654462611201717,0.22016403896853687,0.9965226805134306,0.5112313138929803
6,-0.004897838835079785,-0.1963045622940789,0.22013355495439346,0.9964853879714708,0.5109928413982647
7,-0.00428408695877968,-0.2023921200177754,0.22228629964876306,0.9980996494387651,0.5195986900350664
8,-0.0029605582228988403,-0.198202479225881,0.22446153100412258,0.9966194655995873,0.516595471783439
9,-0.0028883355041731465,-0.19566792638803032,0.22360623124246032,0.9963754978582486,0.5137022295468068
10,-0.0029677109238974222,-0.19065940836640993,0.22409857612548023,0.9961713739993441,0.5101834361493582
11,-0.0031795848972105863,-0.20797550518492258,0.22761011712175772,0.9947964971919374,0.5271266761501914
12,-0.0021708353419391258,-0.22079607825951042,0.23258108559619195,0.9951045229963777,0.5381885581662429
13,-0.0011898066110397482,-0.20554616093131406,0.22752911933812953,0.9964348126844771,0.5242275085436923
14,-8.038004682346667e-05,-0.2197969611541648,0.2341487431881123,0.9976501232088224,0.5407891327491812
15,-0.00017887184770307152,-0.22164261478637554,0.23456982159671386,0.9976788392698317,0.5425508608913527
16,0.000243660876824231,-0.22016715850796403,0.23419746994249696,0.9972827467967119,0.5402181261982201
17,0.00035796407698035493,-0.21926810327474383,0.23315494752088953,0.9968796144843497,0.5388293676152647
18,0.0003533955334871497,-0.20517693530030834,0.22964982182467852,0.9977028858287877,0.5257191814394111
19,0.0009472174621042162,-0.2043981509895062,0.22853405971136015,0.9985703339105394,0.524395796516639
20,0.00029418802320638204,-0.1996688216955006,0.22739270886552557,0.9983447590347987,0.5187231059044027
21,0.000765050322819899,-0.20260190364650854,0.22893351420317834,0.9984520180068805,0.5218797449119161
22,0.0010447444351235902,-0.19815290100750493,0.22769451217916806,0.9986889730755064,0.5175760791829007
23,0.000835074802827962,-0.19747838506614812,0.2273933222294498,0.9988157314771196,0.5167143819847922
24,0.0008785254581085422,-0.1973579381025048,0.22739702888501956,0.9988368820122167,0.5165795596409212
25,0.0009882129196052691,-0.19608757239251262,0.22697151709572017,0.9989374211674148,0.5154013353659539
26,0.0004764036702741281,-0.19099359476861077,0.22478263717123453,0.9984597528435427,0.5096574872181641
27,0.0003357784073582115,-0.19261009390515205,0.22514397444154366,0.9985568820925237,0.5111770627917579
28,0.0003437046940436561,-0.19256930621533486,0.22513970225828034,0.9985706446821602,0.5111352248290519
29,0.0008096352560982567,-0.18687799601855581,0.22332782231856543,0.9990467131192096,0.5065276999114903
30,0.0010093250067812753,-0.18914012359106946,0.2245610993401566,0.9991424514610587,0.5090399689660295
31,0.000824918647481937,-0.19499404948800825,0.22621098655350308,0.9991215971392517,0.5147975471996837
32,0.0008770780743443812,-0.19524146114545116,0.22632309393724398,0.9991749701459783,0.5150666600223311
33,0.000853428412564472,-0.19544740614108913,0.2263817478538418,0.9991866292098939,0.5152529015913646
34,0.0006948273568182367,-0.1948890710287866,0.22605935984956815,0.9991414493912222,0.5147608889677779
35,0.0009741506751905632,-0.19140329885274976,0.22480294899302528,0.9990401286483916,0.5113130444861741
36,0.000876417183689672,-0.19031732323951445,0.22441719032926297,0.998930440058432,0.5102250397682183
37,0.0007210203705706464,-0.19198842035465813,0.2249276253829554,0.998850623097728,0.5116728390809338
38,0.0008045564521375753,-0.19273861913369572,0.22525540600877977,0.9987583078450881,0.5124248911585755
