,a0,a1,I,b1,b2
0,0.012993563451141128,0.2620896024265402,0.8883170792034902,0.3076505639016038,0.17596275200627076
1,0.007267162893552118,0.2596652707230574,0.8982973006958548,0.3089846015221639,0.16044872822328138
2,-0.00735469474874053,0.23375132711715504,0.9236153912426431,0.3855835924018328,0.2068406228717372
3,-0.012567879136004222,0.27695276441720734,0.9408182760230107,0.3724348062278388,0.20248215800966457
4,-0.01409461159312001,0.2964840259169169,0.9491407501309462,0.36838764830300835,0.20286002860649766
5,-0.010862352130555392,0.275689217350728,0.9614366091595399,0.38581629308062476,0.1997673376492255
6,-0.002725612510955879,0.25345017382985885,0.9775769345795745,0.4382098858133073,0.21778655944515452
7,-0.0024797010222171127,0.2535222114619115,0.9771621662961719,0.438432694328247,0.21851789651124925
8,-0.005274158040490475,0.23673037765626603,0.9871631743654433,0.4712572211742624,0.23252768627429135
9,-0.005619351311971946,0.23907273758073963,0.986732571835565,0.47117915449148023,0.2341114647545539
10,-0.005884463048472108,0.22939903409160997,0.9843429416573173,0.47968008561387887,0.23756807427195942
11,-0.005009594168481204,0.2214182533761746,0.984345617339942,0.48473494248821647,0.24395845738640518
12,-0.0025692696853965675,0.22763306446736065,0.9878602386763118,0.4819153345539652,0.23961288248699447
13,0.0009519050398749587,0.22662106836325088,0.9915000074378649,0.4903592121914471,0.24668144230244338
14,-0.00044218028097545116,0.22049167775545336,0.9920447247088491,0.4952388515643046,0.24821763729459748
15,-0.0005439225978982521,0.22004513023510297,0.9921000817127071,0.4958282732784774,0.24848999559918422
16,-0.0006659005156754752,0.22068516913443095,0.9925187013142853,0.49569433874416685,0.2488074489998657
17,-0.0007166655125677215,0.22493533581836866,0.9934716593864132,0.4926605999538606,0.24699993004900114
18,2.1616906784719813e-05,0.22226859333269805,0.9945647154919626,0.49453405048290894,0.24785263112279562
19,-0.0003270367799558136,0.2228955959939531,0.9944517534659209,0.4934135715589545,0.2475755762804893
