,a0,a1,I,b1,b2,b3
0,0.016695111128538997,0.2530264584715535,0.8664011869781032,0.27627067531186633,0.0701373968319291,0.15644009060224795
1,-0.008936471809466856,0.2806865945503934,0.9363969812805196,0.35993374829639724,0.16165510486487084,0.22182754728243098
2,-0.012190409653056225,0.3231787742235734,0.9526834628136118,0.3457654207027563,0.1554673394166903,0.22416332708136905
3,-0.010147061010972664,0.3120727356866386,0.9613131994048953,0.35509879196475325,0.14925169996932713,0.21840072997628646
4,-0.005229567437559383,0.30304685271892123,0.9739593897193644,0.38942949990175757,0.15379025834300547,0.20664748187439555
5,-0.003037499965127283,0.2930144009246834,0.9689275854140996,0.4006828871991536,0.16799919979359448,0.20913848414903663
6,-0.004632142422562552,0.2963821927607815,0.9728127015252191,0.4044800502867417,0.16576350737995307,0.20348131244593348
7,-0.006944941350583142,0.2839861901899049,0.9713956238532674,0.4235094798301382,0.18564924186825826,0.2094705556329723
8,-0.0055368140755711346,0.29576594820570745,0.9810741010948375,0.41701976106199196,0.19173907578627283,0.2226829217373683
9,-0.006483084066636977,0.2544392111112232,0.9810136711425339,0.44884268230541413,0.217591075086692,0.22671555161104015
10,-0.0025939491835520224,0.24028631861337296,0.9877474802762523,0.4683501318027088,0.22577760958974732,0.2363901300244001
11,6.319032511175379e-05,0.24857404081375317,0.9901502080608848,0.4649614880637459,0.2242125816047416,0.23374593843248484
12,0.0009947042188457847,0.24824732008661293,0.9897674217421871,0.4660712626743707,0.22630618367323332,0.2355034055809403
13,0.0004025217697409216,0.2452463002916415,0.9899403838774131,0.46941270537346935,0.22803742097864715,0.2355775104656062
14,-0.0004852506043137079,0.24001057761955058,0.9914858301359593,0.47610116692293303,0.23429021583719917,0.23793286079901896
15,-0.00044878581631870355,0.2447503438744636,0.9935599100473625,0.4741026539458541,0.23381112965195033,0.24008459877142976
16,-7.414159131363993e-05,0.23226382903523943,0.9945275374095054,0.484427768071238,0.23998111281404413,0.24225261438591925
17,-0.0003574115849837798,0.2332645132791139,0.9944857282260113,0.4830132657622467,0.2395184656930968,0.24219473652113646
18,0.00026785694446169756,0.23183788936942398,0.9945068519938562,0.4846405815528453,0.24143792025829822,0.24246122206744722
19,0.0012617712252527276,0.2321559266211248,0.9953517893990893,0.4848248184722475,0.2418673267639062,0.24366888071738363
20,0.0005169494987262958,0.22933302579238668,0.9953994504287705,0.4869788596932113,0.24350051652807403,0.24430928366669485
21,0.0005050078386893259,0.22930956856122608,0.9953925282933199,0.48700527441113317,0.24350560822346903,0.2443146150387494
22,0.0008931499462466788,0.22990126441794267,0.995759351193685,0.4867336336533123,0.24304879992012915,0.24446147089651668
23,0.00036385600828759237,0.22806504772716155,0.9952262136004439,0.48788933378555793,0.24380298290573424,0.24520255800152885
24,0.0002988794735884955,0.22817246626430848,0.9952873480018305,0.48774513227988153,0.2436566929732681,0.24510705892607507
25,0.0005186970006470447,0.2288997291478877,0.9956542216399541,0.48703414462001,0.24338044866417738,0.2451103716047272
26,0.0011309039954474683,0.23145336181904372,0.9962634698970158,0.4858224102124938,0.24165960225919114,0.2447558167094803
27,0.0013172530631898399,0.23206158045296488,0.9963617337682281,0.48544846324528795,0.2416976706970243,0.2444996426248036
28,0.001312681134329459,0.23206393596901054,0.996361476879032,0.4854439395615802,0.24169025957513582,0.2444875254170934
29,0.0012261862090171992,0.2313698621392508,0.9962775843639986,0.48609428677683275,0.24212294585386496,0.2446404909342888
30,0.0010665843864894097,0.2308938826683381,0.996362235925386,0.48645281956435443,0.242414276346003,0.2447748112953369
31,0.0009109070717966244,0.23079220350123617,0.9963210966306053,0.48662166868677525,0.24235936779031733,0.2447831782007665
32,0.0011668458017243318,0.2309011825940921,0.9962106225846841,0.4865391909144609,0.24215030463805443,0.2449326420749001
33,0.0010510237120191818,0.23060117528526355,0.9960744779642604,0.48684061509730703,0.24232069018978222,0.24511513321291292
34,0.0010050623308328322,0.23068666318198675,0.9960536254530327,0.486694509858221,0.24225520249214183,0.2450669671123864
35,0.0010148168191312758,0.2306962785469208,0.996042918094833,0.48668515236479104,0.24225813471372432,0.24506411615579957
36,0.001021935998833581,0.23069746363638713,0.9960435536025176,0.4866763945363497,0.24225767933590278,0.24507084718101432
37,0.0012509641019667278,0.23138659728615454,0.9960294108655885,0.48601075980121006,0.24150761892086156,0.24480660208734942
38,0.0012173241901914029,0.23138895279154362,0.9959425432886881,0.48597627076529953,0.24147996591816748,0.24484998018448484
39,0.001459885802516855,0.23029841539410134,0.9964094032716824,0.48799500935112383,0.2426540649055102,0.24556426593642733
40,0.0014922340827517489,0.2305212676978612,0.9964671787469188,0.48788874474797805,0.24270180715628506,0.2455738451813944
41,0.0014448032938394547,0.2302198764682656,0.996480779965261,0.48812765398301083,0.24278834575431604,0.24546460687776805
42,0.001637619173090056,0.23230439222013252,0.9963440014427267,0.4859638339568022,0.24146569413362484,0.24500928911395894
43,0.0008089122103695642,0.23010780488698543,0.9973453307634336,0.48883719462416797,0.24350318576312938,0.24571626822266376
44,0.0007507906614626261,0.23010631289655903,0.9973687731707138,0.4889068996090454,0.24355193949509196,0.24575162576309315
45,0.0008090177574656766,0.2300080771459227,0.9974129472805241,0.4889908090089947,0.24355336028794383,0.2457435826470377
46,0.0008723373905820148,0.22985426338295337,0.9973900701406141,0.48919038617996546,0.24364667090333714,0.24573032916456716
47,0.0008781667011992862,0.2298316624341509,0.9973959180842491,0.48921235196831353,0.24366992700041834,0.24573877486388765
48,0.0010076409998345055,0.22981193738125769,0.9974102495727168,0.4894156915021971,0.24369079692774565,0.2459635122622287
49,0.0008571833583373801,0.22905600434486334,0.9974488091350608,0.4901522971595542,0.24400849073639622,0.2462581867425841
50,0.0011086462761329976,0.22905551579616945,0.9975345148631948,0.49007748819092894,0.24400786285036832,0.24654879113184838
51,0.0010178329915420386,0.22862672031127304,0.9974518677376795,0.4904369150969111,0.24433181388191996,0.24671054058175496
52,0.0009147456335737297,0.22867614033059885,0.9975744825669881,0.490375469608749,0.24427890911713265,0.24672645263301726
53,0.0005298919101414659,0.22911553459714518,0.9977048537868297,0.4904162711252917,0.24393542732463713,0.24648637822299693
54,0.0004244010605043283,0.22904752986012625,0.9976559205046357,0.49050456193442526,0.24412384076646862,0.24649455045135918
55,0.0006543659394308964,0.22930235796348689,0.9979912834317799,0.49047916275937004,0.2439479443807129,0.24604392608437967
56,0.0005746842495909129,0.22968752953963853,0.9977635284382954,0.4898770238195694,0.243519887453471,0.245859684431906
57,0.0005959760766425277,0.22994995766251908,0.9980259124932722,0.48999133314176474,0.24367355268562654,0.2460031288300831
58,0.0006107245741577574,0.2295841774236312,0.9979067660234958,0.4902232367538812,0.24376198098778937,0.24599716497681315
59,0.0005793099904006776,0.23034085969149523,0.9980516796730255,0.48967058261436913,0.24343477064885066,0.2459639479973059
60,0.0005386735967277743,0.22896202235319596,0.9982152901066186,0.4908350617217649,0.24408448802774715,0.24616507223144793
61,0.0004394814023552466,0.22819671275995715,0.9983014155910602,0.49175761377032845,0.24448361322703263,0.24623104327613324
62,0.0003474841091343321,0.22768271888337588,0.9982938138862189,0.49234311205062803,0.2449656136244779,0.24633577643533502
63,0.0001274859813215941,0.22728707346508661,0.9985159484886945,0.4927758355388122,0.24537146779103136,0.24666154340243007
64,7.660295048763575e-05,0.22737249639992724,0.998475743433118,0.49274176384935997,0.24531855797107502,0.24665521450124053
65,-0.0001338051934762923,0.227785253860281,0.9984355851090335,0.4921122211170665,0.2452635484549523,0.2465229579433383
66,-0.00038259831937913414,0.22804383330721908,0.9985607620273798,0.49179558054875394,0.2448088997088918,0.24671164975998314
67,-0.00039715802786936317,0.22809491697906728,0.998564407742215,0.4917519690501664,0.24476901633415057,0.24667560158802584
68,-0.0004066130885286717,0.22806765452769118,0.9985706809738079,0.4917803827894555,0.24479420425598258,0.24668391559403274
69,-0.0001728714147113936,0.22810489610275392,0.9983121009404096,0.4915840932475148,0.24472870662030513,0.24657220720710182
70,-0.00041387734798902984,0.22835034520062114,0.9982468947959213,0.4916135003797904,0.24472066998653294,0.2465107945784389
71,-0.00046914628077042566,0.22836532207741073,0.9981914004241258,0.4915671212205255,0.24478725266238088,0.24655371519218272
72,-0.0003228582285495589,0.22799607276312567,0.9981705053118368,0.4920723091271549,0.24513089683200331,0.24650828823162144
73,-0.0002750821580072983,0.22777766940528318,0.9981780800520161,0.4922886615732942,0.2453428153530991,0.2466294547667923
74,-0.0002507951859352238,0.227912682844727,0.9982562195347634,0.49219250329182607,0.24525437654080381,0.24665157044561636
75,-0.0003075285142391488,0.22725162927090042,0.9981628241650771,0.4926463293811683,0.24562232358471917,0.2469049783298573
76,-0.0003963809957727777,0.22715377229283842,0.9981381215450793,0.4926879911193046,0.24550102903145782,0.24685688877174694
77,-0.00032962037518870723,0.22743150483110916,0.9982319525688935,0.4924433136542859,0.2453620292893044,0.24692506286917665
78,-0.0003289158634827574,0.22743786335165198,0.9982325351616756,0.49243798303616293,0.24535785682677066,0.24692309829878342
79,-0.0003761312920493688,0.22722879422233347,0.9981247647846957,0.49261711156753507,0.24543319400486563,0.24699095015152175
80,-0.0004908607419803742,0.22722323921274226,0.9982902995448834,0.49252838326625575,0.24541421062648086,0.24690623788727914
81,-0.0004505087445780238,0.22729097013971067,0.9982703699013695,0.4924058119602958,0.2453950051079842,0.24688699177699164
82,-0.0004659138214680922,0.22726889358841498,0.9982525717641046,0.49243585686545976,0.24543382052975696,0.24688339507934146
83,-0.00040757673102093274,0.2274192531845551,0.9982678430546013,0.49235384476081356,0.2452965079701355,0.246733505980598
84,-0.0002602315578296364,0.22693768670054507,0.9983275482655408,0.49285286605439915,0.24579951424500573,0.2468592919231054
85,-0.00025307784501589747,0.22692315781556466,0.998322223547412,0.492870975882839,0.24581041451583943,0.24687390525915373
86,-0.00034462986031420724,0.22618436459103788,0.9980885087769714,0.4936948187446007,0.24621957402270805,0.24715105536732876
87,-0.0003250822383278339,0.22620242096710466,0.9980951105320321,0.4937055580443176,0.24619470222383444,0.2471584566622579
88,-0.00037906840494581243,0.22615163885042888,0.9981651124673905,0.49375379653891244,0.2461860540237136,0.24719959164266692
89,-0.00026032861595398247,0.22606451829117175,0.9983063424542794,0.4936671959580033,0.2462701135629816,0.24735101370817622
90,-0.0003391415750101962,0.22588582181340403,0.9983625054691391,0.4937625581120882,0.2465102015045481,0.2474072018563193
91,-0.00038191521877996087,0.22585751139831114,0.9983610302402683,0.49382061866527477,0.246490555037082,0.24747304308978268
92,-0.00016962000618868267,0.22527698578901012,0.9981269739273986,0.49435666112801374,0.24679369278517602,0.24783803116397535
93,-0.00032254481457403054,0.22489067201277527,0.9980639162725737,0.49495308807330807,0.24711478816430935,0.2481068094628165
94,3.056978933295136e-06,0.22436377849401387,0.9980689445873505,0.49555844886722283,0.24713072771335332,0.2482363424307318
95,-4.475493297908318e-05,0.2244109831320478,0.9981181678645145,0.4955161328264337,0.247089759216319,0.24826248184351069
96,-0.00013768947460104952,0.22467078461484044,0.9981524770569634,0.4953528073989105,0.24691415253112292,0.2481410339973463
97,-0.0003640458454420676,0.22461742054029307,0.9982257706249311,0.4954871994957422,0.24724210336584743,0.24818367944126715
98,-0.000405699811594996,0.22463273467087727,0.9982298166826516,0.4954855355929938,0.24724569908061586,0.2482290619770324
99,-0.0005114128910014181,0.2249778887381678,0.9982906232726277,0.49516046945001907,0.24703122340925288,0.24811817703861025
100,-0.0007300185576364091,0.22526999003780177,0.9984726650544855,0.4950078370098194,0.24688185594850828,0.24805943640248349
101,-0.0008214927122413523,0.2253645053218494,0.9984409494783466,0.4949923338744434,0.24687991119487387,0.24804990485887143
102,-0.0008145409492235303,0.22535697123538734,0.9984410966545539,0.4950026748953804,0.24687889789146444,0.24804769964369494
103,-0.0007377084933655509,0.22518277290612432,0.9984049819477827,0.49517453204275763,0.24703171217052564,0.2480524953105283
104,-0.0008250996242985934,0.22540956635709078,0.9985041754053301,0.4949963815130181,0.24687903588515167,0.24792509812970567
105,-0.0007144067963819191,0.22553241652067113,0.99852385965891,0.4947326987244851,0.246711904067728,0.24786146441830786
106,-0.0005331637766942317,0.22548649935852913,0.9984289980052511,0.49479066475709516,0.24653761636131924,0.24777030287036078
107,-0.0003667093116781657,0.22520305705558344,0.9984526122935018,0.49498782484154735,0.24675607477920444,0.24768990677127395
108,-0.0003486387475402521,0.22513946196070142,0.9984482158538086,0.4950536500089617,0.2467918397546718,0.24771801816397662
109,-0.00041984611581279396,0.2251383676542877,0.9984740582493823,0.4950721873683394,0.24678729148756892,0.2477607074030402
110,-0.0004999925641267721,0.22527311395642952,0.9985078507444632,0.49496985117697806,0.24671015314569045,0.24769847201362524
111,-0.0005578859147568936,0.22525614331987753,0.9984131320740852,0.49500235294223516,0.2467493668094833,0.24772752424581893
112,-0.0005430469821041708,0.22523998892217098,0.9984079026256929,0.4950400199545991,0.24675705561791203,0.2477278618505609
113,-0.0005563156038987843,0.2252578391643341,0.9984072038180456,0.49502674574080097,0.24672385690377682,0.2477241559174178
114,-0.0004119093740870913,0.22512149783368451,0.9985156585029402,0.49519209119760216,0.24676876844785123,0.24803535165722018
115,-0.00041964712238558446,0.22506504178192394,0.9985037196001266,0.4952381227739955,0.24680669504596217,0.2480626308218782
116,-0.0005128155874299345,0.225138821787256,0.998502176255318,0.49506458924736385,0.24665140457669948,0.2480109493089907
117,-0.0005403294775381869,0.22512362881623052,0.9984878807066666,0.49507648991109976,0.24662879970467655,0.24798393387902665
118,-0.0004574162283966019,0.225466243098791,0.9985782733996484,0.4947997931373242,0.2463990990812746,0.24795879791124106
119,-0.0004323994036887041,0.22559527803100704,0.9986200660957953,0.49470669969325975,0.24633273509585996,0.2479094588705745
120,-0.0004009853114409352,0.2256598722698333,0.9988612591811694,0.4947699092163669,0.24638888070612291,0.24793028559037894
121,-0.0004200583472671407,0.22551799317059426,0.9987960327317592,0.4946854886637066,0.24637168020014513,0.2478994819597925
