,a0,a1,a2,a3,I,b1,b2
0,-0.008150094192604306,0.20621388486976233,0.05656581029701465,-0.08803450775973674,0.8318706877172853,0.2789355805366675,-0.08596358536018535
1,-0.014597854425007405,0.22025823734679287,0.0383391748971046,0.021721209564658048,0.8978138436092629,0.33617043559228654,-0.0015361640826851014
2,-0.009411370049801497,0.228412148826423,-0.02161731067199077,0.036227272266264834,0.9261005186549357,0.32343329166617063,0.010583148628353477
3,-0.00776189563190734,0.23876768185497577,-0.025927847575561564,0.02801087150831911,0.9299318991596247,0.3232477761886186,0.007981563976949917
4,-0.011566122917942737,0.25629832488775117,-0.10615264150501583,0.1055234670941218,0.9637615827369829,0.29835106209262086,0.047092945559810695
5,-0.012495833857813035,0.2637337409686333,-0.10968144728485912,0.10381974412799606,0.9662952258274948,0.29513846813423755,0.04651504010502896
6,-0.009976095688916923,0.2655247691182146,-0.13207513182222902,0.1185343060124602,0.9689840835244516,0.2879473998830237,0.05901346794460426
7,-0.00520329823119951,0.2540213148268608,-0.11553361571862159,0.15068494712203845,0.9861486293638837,0.3118149118567087,0.07914448135334776
8,-0.004504234558443088,0.2618980507749561,-0.12342023829047986,0.1597332357666326,0.9865592287282703,0.30745806168325585,0.08375166151835844
9,-0.0009053078504454516,0.23779231197434034,-0.1124849521674111,0.15955170426036633,0.9922708676345291,0.3366019537129715,0.08485222458165599
10,0.004583335772623634,0.25417582843511766,-0.13166426009498775,0.1692653199435332,0.9975709084037525,0.3296201821934263,0.1028430226375805
11,8.568247470091845e-05,0.24067116796205135,-0.1515430465214344,0.17539313504218382,0.998097858615115,0.33843615886872924,0.12224607777628595
12,0.0038879923347851972,0.22832831584350943,-0.15973047066301724,0.18959659340984333,0.9962980159569195,0.3478634484776031,0.14068442880396417
13,0.0029302395785173897,0.219203197707148,-0.15395314189437675,0.18721471910728646,0.9973016526326965,0.3582270680162636,0.1420669987618041
14,0.0032142718849320524,0.21389456698400394,-0.15418665198597375,0.19526027279310726,1.0006360314763472,0.36842092276166516,0.15090553994267333
15,0.0032675348719829887,0.2058454586272864,-0.14998982217911527,0.1918465076102771,1.0010784230919298,0.37526279161668363,0.14953775853604154
16,0.003501663515902703,0.19640467279078988,-0.15185019096998278,0.19265480350931904,1.0006459855914793,0.38518696024609805,0.15593456106599288
17,0.004026257699480552,0.19536160196845587,-0.15219454847100108,0.19246523020963172,1.000623736651922,0.38636728003722765,0.1576486108979929
18,0.004147264529793887,0.19552568704916773,-0.15191562854075696,0.19243225416478374,1.0007261611334617,0.38628204324333004,0.1573605288654467
19,0.004660519835887609,0.19570530714254042,-0.15337981609352574,0.19362396198322793,1.000600105936733,0.3864579343623456,0.15896222018081563
20,0.00317822873543332,0.18408887594417886,-0.15329880648620337,0.1940490993202803,0.9994221237621278,0.3978053567388622,0.1642633588648448
21,0.002709012441317072,0.18204926669086105,-0.15435259642408192,0.1943408746745274,0.9989779511684784,0.3993717457094575,0.16642670553675307
22,0.0024233685365145008,0.18081141686481259,-0.15355806540441014,0.19393033636234583,0.9986881366803932,0.40028331522786376,0.16605243266657704
23,0.0014965132280636,0.17753208895426265,-0.15693921377648332,0.19534744913062468,0.9991546134183252,0.40272126864445346,0.17027038521062135
24,0.0019837678792078758,0.17862284587766997,-0.1573397721385513,0.1961694626431074,0.9999140735890671,0.40167575005425127,0.17059151396533817
25,0.0021199768068356317,0.17995287952681183,-0.15741818553043793,0.19623011703514173,1.000071679244001,0.4006216700933179,0.16994240804237407
26,0.0017990635375468233,0.17661063075016945,-0.1574737901679742,0.19651877678514174,0.99980919538553,0.4035271616476526,0.1711717949344163
27,0.0014093209792528218,0.176527824405746,-0.15993987783278882,0.19690873514385807,0.9997682063112152,0.40330456016593424,0.17314182980166443
28,0.0019076176575949003,0.17764798276394222,-0.1632066961189457,0.19947726030480806,1.0001634461765112,0.40225930992114983,0.1761671694295842
29,0.001036929882579574,0.16251794372074346,-0.16361570146604246,0.20086180706947815,1.0000305821688567,0.41656549884360206,0.18510131396388546
30,0.0006562427680587822,0.1607591808208032,-0.16487007051892635,0.2015353807594214,0.9998358319613131,0.41838248544761397,0.1870230644760647
31,0.001112678339777246,0.15885695316531018,-0.16495757289950488,0.20226156413970164,0.9995472242787514,0.4203173553409904,0.18805965438208835
32,0.0009183246479342571,0.15709796917580415,-0.16415146983091733,0.20207040632541973,0.9992719999849102,0.4221005016622357,0.18820183153758893
33,0.000513447048776016,0.15418782728047403,-0.16667244084305186,0.20365682231940807,0.9989138866954161,0.42426036202918915,0.19240327809946892
34,0.0009307414569690739,0.15079627077550906,-0.16736930322692395,0.20454584202912957,0.998359776314527,0.4276243706195976,0.1955272007090765
35,0.0008496516370274492,0.15056676265223903,-0.16735886197189193,0.20448648356338398,0.9983484702595358,0.42794610488698664,0.1956444457115519
36,0.0010797712437245063,0.1516476944521549,-0.16769724409470035,0.20458800018790263,0.9983595985427343,0.4268858414710556,0.19509875102670168
37,0.0008636013040558481,0.14912770077734724,-0.16768955842863814,0.20512218786247666,0.9976911775818269,0.4291566821066064,0.1963846835949494
