,a0,a1,I,b1,b2
20,0.0004143838662402366,0.21492240557666897,0.9981535860950947,0.504032655032035,0.25508307856171936
21,0.0007967379993141233,0.2161913180279642,0.9984969613345451,0.5029769840984855,0.25444627484484406
22,0.0006565052328288551,0.21599652039922002,0.9985760898411131,0.5030459800825069,0.25454915260612393
23,0.000680838900205788,0.2160105808078624,0.9985876323245032,0.5030207374771185,0.25456192246549375
24,0.0008671167510538036,0.21646938701852747,0.9987683890397614,0.5027170637601814,0.25419933287004737
25,0.00036391374008626354,0.2168332599138933,0.9983338704727207,0.5017182033024271,0.25347400445751134
26,0.00023151868907911322,0.21654433045619087,0.9984310292910435,0.5019185862868945,0.25352250648546076
27,0.00030210721107853944,0.21676985856393544,0.9985535596767074,0.5016866901935371,0.2534334704630621
28,0.0007902434811007386,0.21799053129077944,0.9990555855947683,0.5016136763640769,0.25251788391585905
29,0.0009646210057431548,0.21790438716908359,0.9991350574469599,0.5019145644373834,0.25300183079612626
30,0.0008294993689905716,0.21702113130122544,0.9991168731998638,0.5027248156095352,0.253442916532369
31,0.0009424914444785201,0.21732358482262118,0.9992259774664382,0.5024745974240666,0.25327271477522584
32,0.0009090514634906774,0.21730517687011658,0.9992433164588467,0.5024679501654596,0.2532790357115611
33,0.000758516747274604,0.21723902038873028,0.9992023062889135,0.5025987197352673,0.2532049040731563
34,0.0010394571044387152,0.21777196832996124,0.9990838374028694,0.5021004380448556,0.2526761181526411
35,0.0009346676142184332,0.2179295326693863,0.9989691564807233,0.5019436882871157,0.2525368971733849
36,0.000775927375099357,0.21776566937040093,0.9988899088044513,0.5018796342071292,0.2526228759521312
37,0.0008685123814830553,0.21777313969708081,0.9987891367087175,0.5018748129769078,0.2527091335727213
38,0.000890298282518992,0.21783127686367304,0.9987916944435253,0.5017926459809204,0.2526694847549381
39,0.0012483291799557927,0.2177341769892924,0.9987776057097347,0.5019240372774538,0.2523152832544301
40,0.0011069288245688091,0.21816501868556065,0.9984382637648872,0.5013677162313017,0.2519093119716099
41,0.0011744431178123335,0.21844610365412193,0.9985933158670872,0.5013982795423965,0.2518586315655149
42,0.0011924735231527428,0.21855234384513214,0.9986200625070263,0.5013462937160862,0.2518778378700456
43,0.0011658341478548995,0.21825119054390893,0.998627397874384,0.5016137825017282,0.2520256275989902
44,0.0016304278656727456,0.21963987414819908,0.9983487867335379,0.5000218440825586,0.2512263792341928
45,0.00095834847867491,0.219372503980525,0.9991172889036057,0.5008280756105059,0.2518008331590795
46,0.001006612542500382,0.21929688934449415,0.999098055968787,0.5008467984087014,0.2518152508250867
47,0.0009902242738992692,0.21933147030205874,0.9990838511817857,0.5008158799254837,0.25181053301068074
48,0.0009826271884887695,0.21935537779580055,0.9990863706839102,0.5007853881621285,0.2517950578573455
49,0.0008756000610102913,0.21937015127952106,0.9989404120081606,0.5007667668977938,0.251609446242563
50,0.0009626942601483057,0.21976428109185026,0.9989577166418904,0.5005143525494636,0.2513376295671324
51,0.0008633499969809451,0.21977066522770553,0.9989949019089257,0.5005133432489159,0.2512273106103194
52,0.001084711435440082,0.22044310501399367,0.9990870856172805,0.4997787297982576,0.25075172091626374
53,0.0010140911410419645,0.22043704291749988,0.9990450386842977,0.4997504254467782,0.25077577792354133
54,0.0009500461272563127,0.22049418133492918,0.9991225038893694,0.49968436059018895,0.250721798384935
55,0.000602930563595741,0.220323651941883,0.9992282454948743,0.5003114009597328,0.2507940575713483
56,0.0005081526146014023,0.22029398674443235,0.9991851283012154,0.5003606429167378,0.2509417121649431
57,0.0007544103052795348,0.21944800615130447,0.9994837498438369,0.5014073031123629,0.25153534154750523
58,0.0006335178250704565,0.21922862138949006,0.9989882939589046,0.5011540188477072,0.2513457144795308
59,0.0006521248926271844,0.21960227416367162,0.9991494283017543,0.5010145658787741,0.2512875537646978
60,0.0006516706437909026,0.21924359174131103,0.9990427024398479,0.5012497197529361,0.2513850422131565
61,0.0006519511783925902,0.22011999456710182,0.999213158018607,0.5006303366187015,0.25102159704539306
62,0.0005984890815306856,0.21963022940716495,0.9993172068441707,0.5010092671172269,0.251197123272225
63,0.0005360635832075134,0.2193331529973364,0.9993668200635892,0.5013822332760494,0.2513393511408478
64,0.0005004229378576738,0.21924742105275719,0.9993688905234251,0.5014909352167245,0.25143466809951176
65,0.00037751770130382833,0.21942574483050348,0.9994850710138387,0.5013340892457182,0.2513658733757021
66,0.0002871938287414347,0.21957604593947214,0.999398806417158,0.5012835882011921,0.2512730821859033
67,6.617691201613041e-05,0.21973438032991618,0.9993206273748054,0.5008462097359188,0.2514548501548026
68,-0.00018598618699509212,0.22049606912424513,0.9994454762169858,0.5000239039106198,0.25063010335286207
69,-0.00024957087615775676,0.22029541022066562,0.9994476470236806,0.5002654938717357,0.2507513275838373
70,-0.0001938451745300048,0.2203357046341951,0.999409708972627,0.5002178751456456,0.25069319899745074
71,0.00011482302520200716,0.22003273113573896,0.9990678501419866,0.500311952425615,0.25086270089520024
72,-0.00011776097508114924,0.22013802897078033,0.9989836133810525,0.5004921716731394,0.2509594073179158
73,-0.00019113171648414695,0.2202964345402163,0.9989120555873126,0.5002930536458987,0.25094636257047376
74,-0.00010370488386535898,0.2199600167248758,0.9989074110739914,0.5007228061979425,0.2512429219148552
75,-0.00012311183811000714,0.219921913082042,0.9988940998338165,0.5007599479607221,0.25123427223999895
76,-9.546790808027256e-05,0.22010446734672406,0.9989631247808095,0.5006130401247477,0.2511092755677416
77,-0.00017467166529678418,0.22003348543587758,0.9989180864178352,0.5005230276056557,0.25108494303844925
78,-0.0002696700311804155,0.21981376984242623,0.998894591471589,0.5006846276476209,0.25104518886448934
79,-0.00019065457141898,0.22027162435256162,0.9989824239488138,0.5002601011613864,0.2507750681106383
80,-0.00016395479141412261,0.22032187071732162,0.9989888614438872,0.5002343509856801,0.2507463609032054
81,-0.0002236559654160697,0.22026212876647627,0.998895456091793,0.5002654424182016,0.2507202236071023
82,-0.000322995342122101,0.22007491899592735,0.9990437774831487,0.5003648775789242,0.2508316109023084
83,-0.000240752748531331,0.2201192862126617,0.9990018341655278,0.500219253157361,0.25085297004087864
84,-0.00025282027703461135,0.22009526093286622,0.9989889218383657,0.5002492202780113,0.2508874275317766
85,-0.00014909853511707594,0.21981814268110078,0.9989960767169929,0.5006205928376204,0.2510422341372378
86,-7.197686691100269e-05,0.21967767187717765,0.9990524637263902,0.5007731182404582,0.2512568579859647
87,-8.236721460367497e-05,0.21963914964967263,0.9990605517928637,0.5008045211970689,0.2512826494939403
88,-0.00021481298335674498,0.2195376829190906,0.9988842588640217,0.5009839485624775,0.25126076088919136
89,-0.00019761683276048325,0.21956740927370924,0.9988898146366572,0.5009789716571679,0.2512290951836108
90,-0.00022775087523480703,0.21959101192097535,0.9989272184303668,0.5009540980833542,0.2511891428603856
91,-0.0001343516410070994,0.21983089191380015,0.9990605908131636,0.5005600453671986,0.25103842468529747
92,-0.00019762262145482656,0.21979179120738612,0.9991050577870918,0.500539992288268,0.2511464749964376
93,-0.000230106669868696,0.21987832277675184,0.9991062897108467,0.5004735093321484,0.2510582512432884
94,-9.73924573320073e-05,0.2201142050105045,0.9989318992907472,0.5001998667460121,0.2508009573863844
95,-0.00024750335118674943,0.22030966632360566,0.9988956078765912,0.5001721001798194,0.2506994306148581
96,2.0585548183120472e-05,0.22008122222298696,0.9989211281116245,0.5004785535229149,0.25052735098855355
97,-7.4482189403174415e-06,0.22014875071072407,0.9989507339566944,0.5004138709722522,0.2504739993425439
98,-9.656829954849538e-05,0.2201175051036502,0.9989802935858005,0.5005653264694659,0.25050584203432136
99,-0.00030431892209462075,0.22016761440539256,0.999046771793803,0.5005882265808612,0.25073349362299496
100,-0.0003379954204106306,0.22026768306726743,0.9990502944957987,0.5004988554589875,0.25067306737983
101,-0.0004468438800365668,0.22038859755184662,0.9991155432363479,0.5004065468359888,0.25062541742697436
102,-0.000638825936901663,0.22055094247295967,0.9992812753407136,0.5003795906047558,0.25056345696973087
103,-0.0007310141307216717,0.2206367253833869,0.999244440430965,0.5003788381535901,0.2505714052523329
104,-0.0007317153627480338,0.22063814416741942,0.999244406564797,0.5003771269495756,0.25057105639950483
105,-0.0006760143363009896,0.2204995621073509,0.999218423427402,0.5005128210525577,0.25069406462987787
106,-0.0007570044424621142,0.22042167515855696,0.9993216842997737,0.5006479632212686,0.2507588437207432
107,-0.0006215192230701466,0.22038843717398915,0.9993425953473801,0.5005193993727193,0.25069051941900533
108,-0.0004301277537430287,0.22010729593474276,0.9992427769006016,0.5008143592650758,0.2506734529054861
109,-0.0002831269721554758,0.21965892993951186,0.999267851076409,0.5011804696990181,0.2510119960618513
110,-0.0002941680926035056,0.21965747917746653,0.999270101726458,0.5011807706004854,0.25102009668792924
111,-0.0003593240737103376,0.21974932970334826,0.9992936447003601,0.5011043400432216,0.25094892987073913
112,-0.00043878738649227866,0.21974229604804413,0.9993268308790554,0.5011483286677815,0.2509743492087823
113,-0.0005048596381624776,0.21980332722126011,0.9992221280150471,0.5011041992097458,0.2509607650558266
114,-0.0004976126399913322,0.21979470304279586,0.9992196260509171,0.5011237443928636,0.25096501935045756
115,-0.0005176034193305062,0.21981031633286974,0.9992180906841236,0.5011156837051106,0.25092135006573707
116,-0.0003965744395988541,0.22037157963778253,0.999325585824989,0.5005788289037753,0.25047006198953436
117,-0.0003963808348360909,0.22037146686184655,0.9993257931265198,0.5005791545338218,0.25047018924111136
118,-0.0004912629654624384,0.22031863842758342,0.9993224257016032,0.5005263904307689,0.2503978653730987
119,-0.0005215434762587123,0.22023161062102425,0.9993062338593378,0.5006098388402964,0.2504232809024461
120,-0.0004238499232684517,0.22053120500516904,0.99939654589989,0.5003828498591114,0.250223331959766
121,-0.00038984943984055054,0.22055197245676328,0.999440953123143,0.5004042682390083,0.25023714047255596
122,-0.00036143655461275126,0.22065441287544107,0.9996415117743472,0.5004090874220795,0.2502487097336722
123,-0.0003862803986116048,0.22040692126299666,0.9995718493216408,0.5004086589699538,0.2502973766507239
124,-0.00041246545575680804,0.22021977103938498,0.9996072971933274,0.5005577045656675,0.25029373289665136
125,-0.00040442882465009655,0.22032265757252284,0.999617724079112,0.5004463360128651,0.2502317187710439
126,-0.0003933107761952409,0.2203605082120251,0.9996378413696291,0.500425132510032,0.2501964103951694
127,-0.0005390108284682726,0.22045309052703416,0.9998113349638892,0.5001726986961941,0.2499985545882692
128,-0.00029777382155860704,0.22089573320835001,0.9994161208036887,0.49945045201924904,0.24986267776359955
129,-0.0002081360709973723,0.22107556013235344,0.9994267035886996,0.49913628847298785,0.2496357502574482
130,-0.0001714096740155005,0.22100764972768291,0.9994136591650411,0.4992089017388087,0.2496389171050653
131,-0.00018598346396475618,0.2210607549654661,0.9994096314731117,0.49916196025293047,0.24959805025176496
132,-0.0004333898157605001,0.22104783461428207,0.9994078865287619,0.4991259453934295,0.24973445056265897
133,-0.00045643939299827574,0.22108994339896118,0.9993803871246292,0.49908034552395353,0.24969743368396294
134,-0.000495413425950969,0.2210683692130078,0.9993829407737065,0.49905221845081144,0.24970554904871217
135,-0.0005542392998340515,0.22104160916141186,0.9993893264420393,0.49908257947002455,0.2496537961934011
136,-0.000712299270327725,0.22058968832616085,0.9994116294594325,0.49955473818122603,0.24998936569902674
137,-0.0007445033875474738,0.22059424113210924,0.9993924680025985,0.4995495179189342,0.24998954029493725
138,-0.0006543012065616943,0.22056787620420953,0.9993846157698154,0.4996281892894516,0.2500101851507903
139,-0.000615742576313888,0.2205661591600548,0.9994243933611292,0.4996300520193789,0.25004140966623134
140,-0.0006720371808198108,0.2204306112258362,0.999295180876427,0.49966702654794115,0.2501301150473726
141,-0.000663698462493971,0.22043025291257262,0.9993298480011014,0.49970064806827746,0.2501539132288673
142,-0.0006446971657840181,0.22051775729227688,0.9992832666016562,0.49965679886964764,0.25013546192906266
143,-0.0006272696786087384,0.22060090190820492,0.9992766931813113,0.49954151352164966,0.25010582647471646
144,-0.0005468389821055991,0.22086145909569832,0.9991956335763383,0.4992586681983844,0.2498140963470009
145,-0.0005408552841992612,0.22084835209630532,0.9991968606990449,0.4992675205320574,0.24982207864838182
146,-0.0004983040927138555,0.22082611709189562,0.9991280502356576,0.4992881381119021,0.24980931475101742
147,-0.0004989507361704143,0.22082718381596086,0.9991281145718462,0.49928812940450146,0.24980857082587846
148,-0.0005853527879368381,0.2208413720257707,0.9992016815982664,0.4992937134735348,0.24994084268971692
149,-0.0006526924275119736,0.22109076186860582,0.9992110452199645,0.49909802763254163,0.2497758353395409
150,-0.0006979026252948578,0.2211414676908729,0.999227493623625,0.4990618006147077,0.24978540662904408
151,-0.0006148838835958043,0.220943230144186,0.999179056591904,0.4992247807149506,0.24990201903703219
152,-0.0006844781359281876,0.2210309188348618,0.9991576389564669,0.4991889190708071,0.2498759146385628
153,-0.0006412308389361979,0.22097559609801393,0.9991250242939426,0.49925253622254573,0.24988424010538762
154,-0.0006774303880821009,0.22103555659432014,0.9991526581299386,0.499222613625672,0.24983466549258745
155,-0.0005403522287548007,0.22107791196982046,0.9990715504413323,0.49905646492716954,0.2496834822083538
156,-0.0006391957022518352,0.22128643238913573,0.9990279028225515,0.49890106779913107,0.2496226132234724
157,-0.0005645775630541278,0.22096938105102037,0.9992697288439154,0.4992835354546846,0.24978893736626076
158,-0.000658341196901821,0.22118721260629826,0.9993917201345225,0.4987761690573016,0.249554819836525
159,-0.0006645278970392604,0.22117668292096668,0.999392664128135,0.4987961440073233,0.2495414997553972
160,-0.0005838249192399864,0.22182684271423028,0.9993618385047564,0.4981311738180747,0.2489536365959489
161,-0.0005578791964919311,0.2217768976981389,0.9993792802969267,0.49817955652266704,0.2489876099484324
162,-0.0006374256600831935,0.22180760228307775,0.9994041410815038,0.4980978095852149,0.24897180423933848
163,-0.0006380538335039598,0.22180797267029945,0.9994031173626101,0.4980975777187856,0.24897102880418712
164,-0.0006652670304402863,0.22175706763059172,0.9994209739089129,0.49810794652632595,0.2490137531008459
165,-0.0006783609051340539,0.22176211123047485,0.9994152210059902,0.4981099978159119,0.24899111824547307
166,-0.0007987883208009222,0.22128068417374433,0.9992953821834802,0.49851640273120296,0.2494166381879337
167,-0.0007244087380851721,0.22121676025279452,0.9992357469326744,0.49863193195165767,0.24949732836141134
168,-0.0006876549893680556,0.2212586485108896,0.9991971471303223,0.4985575858399125,0.24949001086816142
169,-0.0006407597171747687,0.22133687651457506,0.9992502636264387,0.4984316539346938,0.24938946488804759
170,-0.0005705833310484035,0.22116869730763342,0.9993546978800647,0.49870223722340545,0.24943739784412824
171,-0.0005586082944088605,0.22113268214690085,0.9993553979372535,0.49875779515462315,0.2494829168245668
172,-0.0005255017760631628,0.22130762203281246,0.9994019288238816,0.4985865243933419,0.24944010993746665
173,-0.0005266709886266666,0.22129800533099106,0.9993975152913462,0.4985933598521174,0.2494467215371524
174,-0.0005128201435738722,0.22131303226853977,0.9993826271727791,0.49860917044273384,0.24945497516828813
175,-0.0005672827491911003,0.22113640339950427,0.9994050082928552,0.4988417522577361,0.2494702870537484
176,-0.0005163698721880952,0.22138684966198569,0.9994322629416427,0.4985772257725539,0.2492407985130074
177,-0.0004262163662615698,0.2212942886062612,0.9993734977879002,0.49870717078984905,0.2492896248831647
178,-0.00039187575204795155,0.2212751231552376,0.9993738422010569,0.49870137573096535,0.2493187916432178
179,-0.00037962734231589135,0.22128848123894426,0.9993735368790022,0.49868781169021287,0.24929980431956622
180,-0.00041345334744243706,0.22133642260247693,0.9993856021707754,0.498640511547226,0.2492659842645333
181,-0.00034165080714256,0.2213316589096973,0.9993205670297846,0.4986106434582612,0.24926580450267682
182,-0.00032048365700241416,0.22133330471788856,0.9993028155264044,0.49858990165869566,0.24925498487755585
183,-0.00015621912625475576,0.2211894946968657,0.9992079848331957,0.4985997802955503,0.24922082289040537
184,-2.2080668783709678e-05,0.2209463129546038,0.9991217376370739,0.49875900349111524,0.24928993893797163
185,0.0001258764196619827,0.22062515527515678,0.9991014994668967,0.49896812010679287,0.24942076170886215
186,0.00013673648638974634,0.22060390658900608,0.9990997228516375,0.4989868084152263,0.24942691887889137
187,9.493533957241618e-05,0.22069332196815064,0.9991262857767799,0.49890898344350676,0.24937333556826968
188,0.0001327592793738397,0.2206527572509249,0.999130948702899,0.49891971101619936,0.24939011784933984
189,7.336473043222796e-05,0.22069422175324194,0.9991767004890051,0.4988771336775186,0.24940638848783409
190,9.82269317199927e-05,0.2206346875375073,0.9991988889301013,0.4989171505613238,0.24944985276900422
191,0.00016494387147754364,0.22063922141654707,0.9991029201181147,0.4989549525304159,0.24939426656778424
192,0.00011626263842656748,0.22073079735726353,0.9990887621847542,0.49893194700678156,0.24929671079625793
193,0.0001441450550953155,0.2207687009717564,0.9990970627077216,0.4989017665223159,0.24922342080751864
194,0.00011430381041316329,0.22083913846932313,0.9991519682305331,0.49882870385562444,0.24916583758591243
195,0.00012843903598971917,0.2208383837706406,0.9991700368732013,0.49879726627839294,0.2491673389658502
196,2.1778884311790536e-05,0.22078868793871603,0.9992990093071769,0.49874123357762995,0.24942134718843842
197,-4.449979153975381e-05,0.22109367479793732,0.9992956221758851,0.49850690468071623,0.24913903861998507
198,-6.43230814036666e-05,0.22104899388942575,0.999321828353595,0.4985587308582122,0.24919695944825462
199,-4.681559488785986e-05,0.22098501762556266,0.9993615965285224,0.4986057313214359,0.24923672645693684
200,-1.6849046445360782e-05,0.22093779949844816,0.9993777391223218,0.4987345013394087,0.2492312983511641
201,2.3381060552926658e-05,0.2207987763728363,0.9993856079303519,0.49889618997372226,0.2494450556056752
202,4.03301506245457e-05,0.22092018481342923,0.9993602655310032,0.49877189315426174,0.2493659553155
203,2.1756006401252304e-05,0.22089331665778583,0.9993662589541228,0.49881847617728303,0.24938485320028672
204,-3.9326887458959736e-05,0.22087223258246794,0.9994489642135372,0.4988661983752267,0.24945025334264334
205,-7.111678168831431e-05,0.220928686850555,0.9994645077621652,0.49885143906991125,0.24942149362088492
206,-8.352131750838376e-05,0.22094474539143477,0.999457868797714,0.49884177555033704,0.24942892552779775
207,-0.0001261629203706191,0.2211215538575933,0.9994341993164974,0.498637860111944,0.24932629842735018
208,-0.00012845899781330217,0.22112516208016292,0.9994379035572678,0.4986337005203997,0.24932240957744078
209,-0.00013009372641893668,0.22112306400269816,0.9994380152007918,0.4986387102652719,0.24932358132707355
210,-0.00010764603842736142,0.22113789102739015,0.9994244782557431,0.4986211869863308,0.24927687821633493
211,-0.00027943644936302,0.22170739608221957,0.9995304413376505,0.4981550966825097,0.24887721660057976
212,-0.00020996071693531182,0.22165420148315956,0.9995673995537675,0.49815648992250616,0.2488585232765787
213,-0.00015753799324598472,0.22155526884918705,0.9995482420218849,0.4982797873814048,0.2488912359808204
214,-0.000217448812338851,0.2216899513421004,0.9994997004548888,0.49816536063534905,0.24876685102366758
215,-0.00014278923737186255,0.22176139365155842,0.9994438363126814,0.4981425124475414,0.24868565354032438
216,-0.00019322917278558754,0.22180584834565026,0.9994151262978997,0.4981304623397549,0.24861915469622242
217,-0.0002055271741261966,0.2217867247881963,0.9994163503113558,0.49814290299059444,0.2486415280002461
218,-0.00018456303275950214,0.22175690977308932,0.9994122497001665,0.49817111687211846,0.24867485803284448
219,-0.00019200955449060614,0.2217458749463262,0.9994275561415448,0.49818606788759223,0.24868321887154013
220,-0.00021170110950168713,0.22174523622857256,0.9994339226897155,0.4982250859264402,0.24869237850497306
221,-0.00016611132762311964,0.22168419380439086,0.9994866434636639,0.4982783026808171,0.24864034846715913
222,-0.00013646342422694163,0.22153433710828396,0.999480077512052,0.4984610179394038,0.2487431908638729
223,-0.00015137609607656505,0.22154894272624237,0.9994793558082221,0.4984522247716129,0.24871558871110602
224,-0.00023541493726400575,0.22131486898586258,0.9994232685516831,0.49867690929513053,0.24892430502360902
225,-0.00029018755698830695,0.22134922814742236,0.9995048448279024,0.4986207868041069,0.24889015229991515
226,-0.00035047475789123234,0.22133426555575375,0.9994848022215794,0.49872738768735775,0.2488774636721297
227,-0.0004016760380722087,0.22128303538219302,0.9995409188855078,0.49877129234499684,0.2489862421504963
228,-0.00041307559788394954,0.22131917531203676,0.9995416173204219,0.4987466520167123,0.24895821244453625
229,-0.0005084990396723096,0.2213010698372145,0.9995552436963846,0.49878181184990544,0.24908514192566908
230,-0.0005421980157496314,0.2213986749259522,0.9995560456235086,0.498688330226376,0.2490201248409837
231,-0.0004864368281618861,0.22136830386684792,0.9995153894030337,0.49870684600476817,0.24903122467089028
232,-0.00038698226716077366,0.2213047624101129,0.9996112163789077,0.4987065914799343,0.24905128009563127
233,-0.0003493769805352001,0.22127594422455932,0.999651570466201,0.49878058651823437,0.24904474125753975
234,-0.0004043183923026425,0.2213305632679028,0.9998061182306281,0.49870131385913374,0.2489474666806558
235,-0.00039134176316059366,0.22136254652350348,0.9998092731372001,0.49863094557771176,0.24892990651360025
236,-0.0003614865197072298,0.2213999308778835,0.9997893283434294,0.4985987333942328,0.24882273119397502
237,-0.0002257851545267378,0.22057338028639278,0.9998273724672508,0.499355624002327,0.24944801926145044
238,-0.0002781369096512068,0.22055294972074627,0.9998461853198864,0.49937289500255033,0.24950276025295387
239,-0.00023122482123921068,0.22044920603749749,0.9999084469071919,0.4994710168776021,0.24958024422579894
240,-0.00027502753327311724,0.22044875975600978,0.9998901159790224,0.4994083408670149,0.24958927148667215
241,-0.00022561004341084545,0.22041935634652435,0.9999011956941499,0.49946073189551476,0.24968203911517622
242,-0.00018582982040460383,0.22056671330225538,0.99993656983192,0.49932775481430464,0.24959405520705902
243,-0.00020959562552143318,0.2205358454417576,0.9999337767716917,0.4993360581181515,0.24960578135370048
244,-0.00017925297897984638,0.22056355229441985,0.9999787041175605,0.49932091020300573,0.24961656552790465
245,-0.0001744962067586342,0.22057581866535003,0.9999717174951548,0.4993138594739739,0.24960977056351036
246,-0.00015654925030658684,0.22059437952176192,0.9999910689775029,0.49927320500729394,0.24961724260893198
247,-0.00020373177027526584,0.22045753448336586,0.99993894387156,0.49934537298092146,0.24977838388286897
248,-0.0001831081361792497,0.2203993708200084,0.9999367757144519,0.49942570012898374,0.24984810386787903
249,-0.00024417903416522335,0.22019089286707766,0.9999917534931206,0.4996571000061819,0.24993609326114385
250,-0.00027007936243767655,0.22012883293452903,1.0000235496848733,0.49974328393063805,0.2499866207810493
251,-0.00029816333050142196,0.22013906079038198,1.000033309884346,0.49976490668824736,0.25000120991866814
252,-0.00027609747140568824,0.22009971547846072,1.0000197163865425,0.49979449609307736,0.250005659313857
253,-0.0002591798680877319,0.22005791416413248,1.0000024122582738,0.49982256060515895,0.2500283190929252
254,-0.0003701223180070101,0.22020625503644647,0.9999718289265304,0.49979845228212383,0.2500275240489236
255,-0.00040398362184462105,0.22028606004290163,0.9999957376251305,0.49971424720296126,0.2500078897368443
256,-0.000408626490712688,0.22030032634656513,0.9999947583606007,0.4997034987326377,0.24999730619661675
257,-0.00037296234884632434,0.2203008219300412,0.9999816853006883,0.49970534529027155,0.24996493916193763
258,-0.0003086373422562655,0.2201827057648843,0.9999207353016004,0.4997912278996101,0.25005738326165683
259,-0.00031484113478313924,0.22018114958019241,0.9999209451677837,0.49979931508824493,0.25006212839340747
260,-0.00034476132305761437,0.2202164496092851,0.9999467681373232,0.49976893394152955,0.2500654781833026
261,-0.00026156328908945314,0.22000044140564162,0.9999833160124701,0.49991563124786836,0.25020339520567847
262,-0.00023713100403974924,0.2200002920117567,0.9999170355070633,0.4999126510168765,0.250184836707704
263,-0.00021946128162932121,0.21997169716758608,0.9999037634378323,0.4998922087866216,0.25020417125125216
264,-0.00025253993747340053,0.2199826183468207,0.9998956057924929,0.49990735883728954,0.25029421960003156
265,-0.00021877509121796812,0.21973784727854775,0.9999132030546231,0.5001646291605522,0.25044485547250117
266,-0.0002531430294191589,0.21982518631589862,0.9999085670711123,0.5000642833434801,0.25037838432649245
267,-0.00027231521765080924,0.21982349227766346,0.9999160019090372,0.5000660021253744,0.25037391266429143
268,-0.00026945034738376505,0.21982554482303404,0.9999155525605432,0.5000627595811572,0.25037244281215676
269,-0.0002423959014264468,0.2198389190043214,0.999853623425297,0.500035493758436,0.2503556870166799
270,-0.0002932178026332499,0.21987916997232654,0.9997953278177103,0.5001025838911841,0.25035445392913314
271,-0.00022267099281782915,0.21974598881283303,0.9999314699966154,0.5003439299329963,0.2502864799288089
272,-0.000264545398710056,0.21998902368958673,0.9999103398606479,0.5000158398577742,0.25004750324927805
273,-0.0002196987963038674,0.22014493248480835,0.9998618280806241,0.4998674312796302,0.2500191878784739
274,-0.00021010706544144497,0.22018993504310413,0.9998805552461885,0.4998153719088726,0.2499888572855297
275,-0.00019059049905449654,0.22020743492431655,0.9998722811441473,0.4998349844707037,0.24996552514092452
276,-0.0001527983392093507,0.2201749837178405,0.999811982825988,0.49984289248645636,0.2500594904208427
277,-0.0001209175065863266,0.22032436631794594,0.9997865159343649,0.49963605743885814,0.2499297017156593
278,-8.092489197495528e-05,0.22027768980683754,0.9997636427422254,0.49965433816127824,0.2499019130298389
279,-0.00011789151592993957,0.22042671104910327,0.9997218717232604,0.49952046411293405,0.24982269116718692
280,-0.00013694630803416652,0.22046823963464468,0.9997273983553425,0.4994594179168353,0.2498028907393406
281,-0.00010250345425708712,0.2204158768192875,0.9997341773653764,0.4995010028954014,0.24987461833477254
282,-5.590284892082603e-05,0.22052329887178446,0.999768440107001,0.499406479741048,0.24977891956902967
283,-0.00012796064926565154,0.220569678274617,0.9997936924191868,0.49930827732358746,0.2497201654319513
284,-0.00011352408447774104,0.22058117098831237,0.9997839036661468,0.4992897750035353,0.24972193419537092
285,-0.00011852926063311842,0.22057147872277383,0.9997909976530291,0.49930392167944115,0.24973108219780127
286,-8.554374913477547e-05,0.22054835842788562,0.9997498143892506,0.4992768936329827,0.24972217038284647
